id,bbox,result
4-029,"[117.0328152179718, 41.81063582488626, 117.03556180000305, 41.81268296329391]",1
4-030,"[112.20542907714844, 39.40905031581247, 112.20817565917969, 39.41117238426887]",0
4-031,"[95.89687943458557, 40.66293116628909, 95.89962601661682, 40.665014570215]",0
4-032,"[112.55292534828186, 33.374951960616016, 112.55567193031311, 33.37724556927019]",0
4-033,"[120.67451477050781, 43.1183476496097, 120.67726135253906, 43.12035246629163]",0
4-034,"[124.64733839035034, 48.197983431974926, 124.65008497238159, 48.199814157432805]",0
4-035,"[129.46115255355835, 46.23608080153888, 129.4638991355896, 46.23798054792368]",0
4-036,"[118.90858054161072, 37.29461671268269, 118.91132712364197, 37.29680167048971]",1
4-037,"[110.14641523361206, 26.843974154936188, 110.14916181564331, 26.8464247374175]",0
4-038,"[102.84557104110718, 25.365326764767687, 102.84831762313843, 25.36780853625853]",0
4-039,"[91.3671863079071, 43.288499097434816, 91.36993288993835, 43.290498330220316]",0
4-040,"[112.87623882293701, 40.53063224858296, 112.87898540496826, 40.5327197794708]",0
4-041,"[113.73536109924316, 39.40137385702853, 113.73810768127441, 39.40349615908423]",0
4-042,"[109.34331893920898, 28.250628206623908, 109.34606552124023, 28.253047603594318]",0
4-043,"[120.00288963317871, 34.281270761998066, 120.00563621520996, 34.283540183915626]",0
4-044,"[108.6112368106842, 37.48581560149412, 108.61398339271545, 37.48799499359718]",0
4-045,"[108.60793232917786, 40.228349925489155, 108.6106789112091, 40.23044684403806]",0
4-046,"[115.9994888305664, 43.37637977582609, 116.00223541259766, 43.37837611770495]",0
4-047,"[81.41401290893555, 44.649513225076234, 81.4167594909668, 44.65146716280908]",0
4-048,"[114.67011094093323, 35.460905898386635, 114.67285752296448, 35.46314299007852]",1
4-049,"[106.10350012779236, 40.67589441523799, 106.10624670982361, 40.67797741418758]",0
4-050,"[113.13653111457825, 37.44714636615197, 113.1392776966095, 37.449326885856884]",0
4-051,"[118.06732177734375, 37.97016777235495, 118.070068359375, 37.97233295674363]",0
4-052,"[112.91957259178162, 25.572330402397224, 112.92231917381287, 25.574807906603766]",0
4-053,"[114.40943241119385, 25.806411085161958, 114.4121789932251, 25.808883724946952]",0
4-054,"[117.77650594711304, 38.12209125363819, 117.77925252914429, 38.124251949664384]",0
4-055,"[115.42325377464294, 36.8982240630674, 115.4260003566742, 36.90042048208717]",0
4-056,"[116.00659132003784, 37.07098129542323, 116.00933790206909, 37.07317273226895]",1
4-057,"[108.52701544761658, 37.148131345227554, 108.52976202964783, 37.15032055069266]",0
4-058,"[94.20503854751587, 39.17806482932333, 94.20778512954712, 39.18019391011816]",0
4-059,"[112.87649631500244, 40.53046915749358, 112.87924289703369, 40.53255669346205]",0
4-060,"[120.28451085090637, 41.481174337225866, 120.28725743293762, 41.48323197074941]",0
4-061,"[115.02077221870422, 44.18925887781321, 115.02351880073547, 44.19122825763669]",0
4-062,"[111.35524392127991, 41.84362196794108, 111.35799050331116, 41.84566805182977]",0
4-063,"[106.51833057403564, 41.085707537973136, 106.5210771560669, 41.0877776793641]",0
4-064,"[113.71771216392517, 39.25973036448009, 113.72045874595642, 39.26185696999223]",0
4-065,"[115.95317244529724, 41.740730014928396, 115.95591902732849, 41.74277938587998]",0
4-066,"[116.47587060928345, 30.348805750248427, 116.4786171913147, 30.3511759269979]",0
4-067,"[116.95847511291504, 44.40197024449663, 116.96122169494629, 44.40393250332928]",0
4-068,"[93.07166576385498, 44.308518235423165, 93.07441234588623, 44.31048362610828]",0
4-069,"[114.30505156517029, 29.554849100460633, 114.30779814720154, 29.55723827970643]",0
4-070,"[123.82455468177795, 42.357338850142156, 123.8273012638092, 42.35936842395102]",1
4-071,"[120.0355052947998, 49.039731760519395, 120.03825187683105, 49.04153221000488]",0
4-072,"[95.94600677490234, 40.71788356043941, 95.9487533569336, 40.7199652469018]",0
4-073,"[96.29369616508484, 40.843237649842635, 96.29644274711609, 40.84531541136739]",1
4-074,"[113.48584055900574, 31.514230635544195, 113.48858714103699, 31.51657209585643]",0
4-075,"[125.23536443710327, 45.18585566604176, 125.23811101913452, 45.187791449841676]",0
4-076,"[118.05946826934814, 37.962081597399845, 118.0622148513794, 37.96424702025664]",0
4-077,"[112.92477607727051, 40.53673157030081, 112.92752265930176, 40.53881891116961]",0
4-078,"[94.88356232643127, 40.7421197888959, 94.88630890846252, 40.74420071727883]",1
4-079,"[112.29110956192017, 28.23267948172074, 112.29385614395142, 28.235099285839315]",0
4-080,"[112.8975248336792, 40.512950864050744, 112.90027141571045, 40.515038945653004]",0
4-081,"[119.82096076011658, 41.21227034238503, 119.82370734214783, 41.21433649153541]",0
4-082,"[115.22335410118103, 34.546871666029546, 115.22610068321228, 34.549133892056275]",1
4-083,"[112.56778478622437, 41.20887235363911, 112.57053136825562, 41.21093861010591]",0
4-084,"[115.76374411582947, 28.574666763535156, 115.76649069786072, 28.577078769232816]",0
4-085,"[107.36315131187439, 40.24930800075616, 107.36589789390564, 40.25140427031236]",0
4-086,"[109.65126872062683, 29.57473542871682, 109.65401530265808, 29.577124137591014]",1
4-087,"[111.75667405128479, 40.016719893573146, 111.75942063331604, 40.01882334977293]",0
4-088,"[100.115886926651, 39.57792528223466, 100.11863350868225, 39.58004220209494]",0
4-089,"[112.00387716293335, 41.92584533003683, 112.0066237449646, 41.92788878241319]",0
4-090,"[111.98914647102356, 39.769417745676755, 111.99189305305481, 39.771528805140875]",0
4-091,"[125.35701870918274, 45.25994312233823, 125.35976529121399, 45.26187638508224]",0
4-092,"[114.83622550964355, 26.095387744831893, 114.8389720916748, 26.097854322490576]",0
4-093,"[115.23208737373352, 36.78921612700939, 115.23483395576477, 36.79141567945507]",1
4-094,"[107.9138731956482, 29.89332242831516, 107.91661977767944, 29.895703562454745]",0
4-095,"[111.55009031295776, 25.277996112977583, 111.55283689498901, 25.280479675036812]",0
4-096,"[107.84170031547546, 26.58557209681335, 107.84444689750671, 26.58802824803147]",1
4-097,"[95.74352145195007, 40.82026430536798, 95.74626803398132, 40.8223427869515]",0
4-098,"[105.00332236289978, 35.217251259270085, 105.00606894493103, 35.21949510695436]",0
4-099,"[111.60048365592957, 38.465056366267284, 111.60323023796082, 38.46720687407313]",1
4-100,"[95.31264066696167, 42.62379150299829, 95.31538724899292, 42.62581244908331]",0
4-101,"[115.30836939811707, 40.97311023516508, 115.31111598014832, 40.97518391978544]",0
4-102,"[94.68747138977051, 40.75941552728723, 94.69021797180176, 40.76149591445304]",0
4-103,"[132.4313449859619, 47.47903705140546, 132.43409156799316, 47.48089332330263]",0
4-104,"[112.96446204185486, 38.374904244880355, 112.96720862388611, 38.37705743825084]",0
4-105,"[95.35792708396912, 40.89239656932564, 95.36067366600037, 40.894472788929164]",0
4-106,"[117.58800029754639, 42.5683320048051, 117.59074687957764, 42.570354750273815]",1
4-107,"[92.67010688781738, 38.91967829066564, 92.67285346984863, 38.92181517464228]",0
4-108,"[125.2691388130188, 48.58194484068934, 125.27188539505005, 48.58376180445428]",0
4-109,"[88.36106300354004, 39.13888988601706, 88.36380958557129, 39.141020152669846]",0
4-110,"[106.45135045051575, 27.600878971476703, 106.454097032547, 27.603312955752337]",0
4-111,"[115.29356360435486, 36.10639854314018, 115.29631018638611, 36.10861754155839]",0
4-112,"[103.19052457809448, 24.10737186950505, 103.19327116012573, 24.109878874591196]",1
4-113,"[108.9624559879303, 37.199586553856534, 108.96520256996155, 37.201774268896195]",0
4-114,"[95.43255686759949, 42.63489010851338, 95.43530344963074, 42.636910694276665]",0
4-115,"[96.28853559494019, 40.916025937377945, 96.29128217697144, 40.91810141527755]",1
4-116,"[117.29483485221863, 38.10624700976266, 117.29758143424988, 38.1084081745945]",0
4-117,"[122.23535656929016, 44.37344107487883, 122.23810315132141, 44.37540429036202]",0
4-118,"[103.75775814056396, 23.49560197025565, 103.76050472259521, 23.498120810967343]",0
4-119,"[132.29870438575745, 47.24122043173355, 132.3014509677887, 47.24308508987808]",1
4-120,"[114.57669496536255, 39.628192923075204, 114.5794415473938, 39.63030830684103]",0
4-121,"[105.18645286560059, 37.259759765497506, 105.18919944763184, 37.26194573535249]",0
4-122,"[122.4620246887207, 41.380358823048084, 122.46477127075195, 41.38241965450861]",0
4-123,"[114.50812697410583, 41.31540114809011, 114.51087355613708, 41.31746403667329]",0
4-124,"[110.39413332939148, 30.24308943370205, 110.39687991142273, 30.245462167002245]",0
4-125,"[114.76457834243774, 39.70204428424975, 114.767324924469, 39.70415740828949]",0
4-126,"[115.02631902694702, 42.345754754440065, 115.02906560897827, 42.34778470234716]",1
4-127,"[88.53973031044006, 43.086567234797016, 88.54247689247131, 43.08857309246559]",0
4-128,"[112.92636394500732, 40.58012834865102, 112.92911052703857, 40.58221433684834]",0
4-129,"[120.39510369300842, 37.07585202017738, 120.39785027503967, 37.078043316266495]",0
4-130,"[105.48146367073059, 31.772834528360587, 105.48421025276184, 31.775169484844643]",0
4-131,"[119.26814675331116, 42.90021482630663, 119.27089333534241, 42.902226775632066]",0
4-132,"[112.73033738136292, 39.10235743781758, 112.73308396339417, 39.10448880944048]",0
4-133,"[108.47030282020569, 25.458716704777807, 108.47304940223694, 25.461196555085426]",0
4-134,"[90.83940267562866, 44.9876653320261, 90.84214925765991, 44.98960784394697]",1
4-135,"[108.97693991661072, 18.452753492611755, 108.97968649864197, 18.45535883931856]",0
4-136,"[95.40665745735168, 40.941924205860445, 95.40940403938293, 40.94399887043202]",0
4-137,"[109.22004461288452, 38.25884838333801, 109.22279119491577, 38.26100502607732]",0
4-138,"[110.12118101119995, 22.253910003341222, 110.1239275932312, 22.256451982206634]",1
4-139,"[114.77986693382263, 43.471670666222934, 114.78261351585388, 43.473663868123424]",0
4-140,"[113.99794936180115, 41.337348223126234, 114.0006959438324, 41.339410416971354]",0
4-141,"[121.74446940422058, 44.83721711919777, 121.74721598625183, 44.83916472298736]",0
4-142,"[121.7326033115387, 42.27720557703546, 121.73534989356995, 42.27923773697943]",0
4-143,"[114.39940094947815, 35.768966058617295, 114.4021475315094, 35.77119455060456]",1
4-144,"[125.35683631896973, 45.20536928494145, 125.35958290100098, 45.20730440504364]",0
4-145,"[116.22264862060547, 42.17204728013366, 116.22539520263672, 42.17408282781206]",0
4-146,"[116.20315432548523, 43.407775554321816, 116.20590090751648, 43.409770862271984]",0
4-147,"[93.07388663291931, 44.37415428186543, 93.07663321495056, 44.376117473439024]",0
4-148,"[116.8100094795227, 43.5402425975194, 116.81275606155396, 43.542233536459975]",0
4-149,"[117.29253888130188, 44.7473047294049, 117.29528546333313, 44.74925536984066]",0
4-150,"[120.41669011116028, 33.78659326017069, 120.41943669319153, 33.78887595421195]",0
4-151,"[105.7212746143341, 36.519293734806965, 105.72402119636536, 36.521501011865965]",1
4-152,"[118.47264647483826, 26.087746805059098, 118.4753930568695, 26.090213543816976]",1
4-153,"[115.66684126853943, 44.34264219025238, 115.66958785057068, 44.34460643794867]",0
4-154,"[113.91579866409302, 37.396354656748535, 113.91854524612427, 37.39853665603974]",1
4-155,"[117.20871448516846, 44.735591883026814, 117.2114610671997, 44.73754291869163]",0
4-156,"[116.28303050994873, 43.41131406318571, 116.28577709197998, 43.41330925456782]",0
4-157,"[121.3125479221344, 41.95004326591764, 121.31529450416565, 41.95208594305102]",0
4-158,"[110.33393383026123, 34.582556413517516, 110.33668041229248, 34.58481766903432]",1
4-159,"[119.69442486763, 28.887612383141356, 119.69717144966125, 28.890017177362747]",0
4-160,"[114.4225001335144, 26.071808106955, 114.42524671554565, 26.07427518161821]",0
4-161,"[88.054518699646, 39.162036437059065, 88.05726528167725, 39.164166003166926]",0
4-162,"[102.27154612541199, 25.34201889340233, 102.27429270744324, 25.344501143346154]",0
4-163,"[100.62053918838501, 39.36066456596567, 100.62328577041626, 39.36278810619295]",0
4-164,"[112.89022922515869, 40.52743559088035, 112.89297580718994, 40.52952322134783]",0
4-165,"[107.918701171875, 29.898791511058764, 107.92144775390625, 29.901172514521875]",0
4-166,"[114.89227294921875, 42.4146649193187, 114.89501953125, 42.41669264061158]",0
4-167,"[112.63604164123535, 41.17458396095849, 112.6387882232666, 41.17665129992613]",0
4-168,"[117.24769234657288, 29.9882539080536, 117.25043892860413, 29.99063277085238]",0
4-169,"[109.73796844482422, 42.03899857016891, 109.74071502685547, 42.041038394260426]",0
4-170,"[116.75330758094788, 37.5341048698917, 116.75605416297913, 37.53628285247726]",0
4-171,"[111.53623938560486, 41.104999373819005, 111.53898596763611, 41.1070689073289]",0
4-172,"[105.8666181564331, 37.65376544123337, 105.86936473846436, 37.655939924377165]",0
4-173,"[103.13706278800964, 26.92639370159634, 103.1398093700409, 26.92884249739174]",0
4-174,"[112.25719571113586, 38.42953851608056, 112.25994229316711, 38.43169008257267]",0
4-175,"[114.4445264339447, 39.46868400622433, 114.44727301597595, 39.47080425869446]",0
4-176,"[104.06106233596802, 37.040551447151415, 104.06380891799927, 37.04274376301531]",1
4-177,"[114.45042729377747, 40.85779684174883, 114.45317387580872, 40.85987414676857]",0
4-178,"[108.8631820678711, 22.94334678380515, 108.86592864990234, 22.945876062165873]",0
4-179,"[114.41168546676636, 39.47220392120976, 114.41443204879761, 39.47432406641839]",0
4-180,"[112.90645122528076, 40.5194106559019, 112.90919780731201, 40.521498536326874]",0
4-181,"[112.81631827354431, 43.05391580371316, 112.81906485557556, 43.055922730256356]",0
4-182,"[113.21891784667969, 38.1607631011878, 113.22166442871094, 38.162922652282646]",1
4-183,"[121.18896245956421, 36.95283263707111, 121.19170904159546, 36.95502748338145]",0
4-184,"[118.94373893737793, 25.035916321927292, 118.94648551940918, 25.038404817249848]",1
4-185,"[102.20571398735046, 24.82389848158169, 102.20846056938171, 24.82639126105846]",0
4-186,"[88.16811561584473, 43.53501606999449, 88.17086219787598, 43.537007181517474]",1
4-187,"[106.58708095550537, 37.50021033078876, 106.58982753753662, 37.50238930288536]",1
4-188,"[103.67291450500488, 23.67769987490122, 103.67566108703613, 23.680215222605568]",0
4-189,"[121.72814011573792, 44.70371056509982, 121.73088669776917, 44.70566267612966]",0
4-190,"[117.22433567047119, 44.74812766386644, 117.22708225250244, 44.75007827653069]",0
4-191,"[113.78683805465698, 35.683975674120234, 113.78958463668823, 35.68620654511599]",0
4-192,"[83.49767088890076, 46.2046141116077, 83.500417470932, 46.20651494707601]",1
4-193,"[88.29215168952942, 43.441562210944745, 88.29489827156067, 43.443556405560365]",0
4-194,"[91.43413424491882, 43.20874177956753, 91.43688082695007, 43.21074363196419]",0
4-195,"[112.35826134681702, 41.867978905831684, 112.36100792884827, 41.870024210629296]",0
4-196,"[114.57786440849304, 40.97784883282201, 114.58061099052429, 40.97992236848876]",0
4-197,"[113.41728329658508, 32.03353707299662, 113.42002987861633, 32.03586542472678]",0
4-198,"[95.65506219863892, 36.38871115545772, 95.65780878067017, 36.3909221519456]",1
4-199,"[113.9077091217041, 39.55428746668185, 113.91045570373535, 39.556405108310805]",0
4-200,"[117.59512424468994, 42.57944049300433, 117.59787082672119, 42.58146287820981]",1
