id,bbox,result
T053,"[131.02569580078125, 47.07573364231618, 131.0284423828125, 47.07760411715963]",0
T054,"[114.5709228515625, 40.99026477399688, 114.57366943359375, 40.9923379193123]",1
T055,"[132.92083740234375, 45.394592696926615, 132.923583984375, 45.39652136952786]",0
T056,"[111.8408203125, 34.66709959253006, 111.84356689453125, 34.66935854524544]",0
T057,"[118.5205078125, 34.678393740116476, 118.52325439453125, 34.68065238482745]",1
T058,"[114.88128662109375, 34.822822727237025, 114.884033203125, 34.82507742547059]",1
T059,"[131.47064208984375, 45.907211023476776, 131.473388671875, 45.90912212390728]",1
T060,"[107.193603515625, 37.61640705577993, 107.19635009765625, 37.618582632478805]",1
T061,"[117.388916015625, 37.61205571141281, 117.39166259765625, 37.61423141542417]",1
T062,"[99.84649658203125, 26.04444515079636, 99.8492431640625, 26.046912801683977]",1
T063,"[121.37969970703125, 43.99479043262446, 121.3824462890625, 43.99676629896823]",0
T064,"[110.050048828125, 26.12831612064241, 110.05279541015625, 26.130782003547665]",1
T065,"[124.18670654296875, 46.411351502899215, 124.189453125, 46.41324517257122]",1
T066,"[101.25823974609375, 27.54724154625327, 101.260986328125, 27.54967672076461]",1
T067,"[110.69000244140625, 41.82659537357171, 110.6927490234375, 41.82864200186054]",1
T068,"[110.06378173828125, 41.652392884268124, 110.0665283203125, 41.654445072031244]",1
T069,"[112.21435546875, 21.764601405743974, 112.21710205078125, 21.76715217524875]",1
T070,"[121.56097412109375, 39.77476948529546, 121.563720703125, 39.776880380637024]",1
T071,"[100.1568603515625, 25.55978725072875, 100.15960693359375, 25.562265014427496]",1
T072,"[112.73345947265625, 42.801446554843345, 112.7362060546875, 42.803461724170766]",1
T073,"[122.4151611328125, 46.263442671779885, 122.41790771484375, 46.26534147068603]",1
T074,"[119.4049072265625, 42.191899024471915, 119.40765380859375, 42.19393393313973]",1
T075,"[121.96197509765625, 41.74467659677641, 121.9647216796875, 41.74672584176937]",1
T076,"[115.29327392578125, 25.063209244186492, 115.2960205078125, 25.06569718553586]",1
T077,"[133.47564697265625, 47.98440682947525, 133.4783935546875, 47.98624517426206]",0
T078,"[102.53814697265625, 27.846361950155508, 102.5408935546875, 27.84879045986207]",1
T079,"[114.06829833984375, 43.86819814895608, 114.071044921875, 43.87017822557581]",1
T080,"[121.83837890625, 31.924192605327708, 121.84112548828125, 31.92652373311593]",1
T081,"[117.67181396484375, 34.22315802537975, 117.674560546875, 34.225429015241396]",0
T082,"[113.08502197265625, 22.228090416784486, 113.0877685546875, 22.230632864148646]",1
T083,"[120.41290283203125, 33.51391942394941, 120.4156494140625, 33.51620936110905]",0
T084,"[114.5050048828125, 35.04573815523954, 114.50775146484375, 35.04798673426733]",1
T085,"[96.78955078125, 40.89482963261177, 96.79229736328125, 40.89690577586]",1
T086,"[91.680908203125, 43.29320031385282, 91.68365478515625, 43.29519939210698]",1
T087,"[86.649169921875, 47.97337538577627, 86.65191650390625, 47.97521412341617]",1
T088,"[126.5020751953125, 50.213822097717525, 126.50482177734375, 50.215579670037265]",1
T089,"[102.18658447265625, 27.71514175672398, 102.1893310546875, 27.71757319835259]",1
T090,"[105.84228515625, 26.50990453141392, 105.84503173828125, 26.51236230386751]",1
T091,"[90.582275390625, 45.04053733158767, 90.58502197265625, 45.04247805089153]",1
T092,"[112.9229736328125, 34.98050244536519, 112.92572021484375, 34.98275281869194]",1
T093,"[90.97503662109375, 44.4808302785626, 90.977783203125, 44.48278989050158]",1
T094,"[86.26739501953125, 47.50235895196859, 86.2701416015625, 47.5042143997297]",1
T095,"[118.00689697265625, 42.59757641618889, 118.0096435546875, 42.599598213058606]",1
T096,"[110.38787841796875, 20.776659051878816, 110.390625, 20.779227002563236]",1
T097,"[118.048095703125, 31.632337053668728, 118.05084228515625, 31.63467554954134]",1
T098,"[116.09527587890625, 29.528060295064257, 116.0980224609375, 29.53045010749105]",1
T099,"[127.20794677734375, 44.87338919677926, 127.210693359375, 44.87533557756195]",0
T100,"[106.292724609375, 37.70120736474139, 106.29547119140625, 37.703380457832374]",1
T101,"[95.75958251953125, 40.63688312646408, 95.7623291015625, 40.638967343817235]",1
T102,"[118.12225341796875, 24.537129399079934, 118.125, 24.539627918861225]",0
T103,"[122.926025390625, 45.75027686430362, 122.92877197265625, 45.75219336063106]",1
T104,"[103.238525390625, 28.265682390146473, 103.24127197265625, 28.268101445445314]",1
T105,"[115.411376953125, 41.399475357337565, 115.41412353515625, 41.40153558289847]",1
T106,"[105.4962158203125, 31.870560361529577, 105.49896240234375, 31.872892847840685]",1
T107,"[101.81854248046875, 26.28110228390316, 101.8212890625, 26.28356493253138]",1
T108,"[120.6573486328125, 28.919227220721236, 120.66009521484375, 28.92163128242129]",1
T109,"[102.32391357421875, 28.270520445825408, 102.32666015625, 28.27293939128369]",1
T110,"[86.68487548828125, 47.89056441663247, 86.6876220703125, 47.89240610116926]",1
T111,"[124.0631103515625, 43.143082178099604, 124.06585693359375, 43.14508618416029]",1
T112,"[122.02789306640625, 29.159357041355424, 122.0306396484375, 29.161755515328835]",1
T113,"[109.53094482421875, 23.30190112418888, 109.53369140625, 23.304423652549666]",1
T114,"[99.86572265625, 26.022233955989, 99.86846923828125, 26.024702074198544]",1
T115,"[107.22381591796875, 37.58594229860422, 107.2265625, 37.58811876638321]",1
T116,"[95.7623291015625, 40.69729900863674, 95.76507568359375, 40.69938133866613]",1
T117,"[117.68829345703125, 42.36260292171997, 117.6910400390625, 42.36463232550284]",1
T118,"[106.01531982421875, 26.473031635843395, 106.01806640625, 26.475490196773805]",1
T119,"[117.8668212890625, 39.53793974517626, 117.86956787109375, 39.54005788576376]",0
T120,"[111.4178466796875, 34.7506398050501, 111.42059326171875, 34.75289647745205]",1
T121,"[123.02215576171875, 42.58342200132359, 123.02490234375, 42.5854442573849]",1
T122,"[82.4908447265625, 45.16073744197348, 82.49359130859375, 45.16267407976457]",1
T123,"[105.59234619140625, 38.097821233295114, 105.5950927734375, 38.09998264736479]",1
T124,"[132.29736328125, 47.212105775622426, 132.30010986328125, 47.213971458247585]",1
T125,"[129.93255615234375, 46.09799538927671, 129.935302734375, 46.09989991062731]",1
T126,"[112.17315673828125, 39.29817374735304, 112.1759033203125, 39.30029918615029]",1
T127,"[102.41180419921875, 25.020906514227494, 102.41455078125, 25.02339531396828]",1
T128,"[123.0303955078125, 42.708677817413104, 123.03314208984375, 42.71069600569495]",1
T129,"[118.4381103515625, 32.61624341272738, 118.44085693359375, 32.61855682784327]",1
T130,"[117.07305908203125, 23.433009077420355, 117.0758056640625, 23.435529112916885]",1
T131,"[129.81170654296875, 46.08275685027115, 129.814453125, 46.08466189789015]",1
T132,"[116.92474365234375, 31.1634593819847, 116.927490234375, 31.165809587861954]",1
T133,"[106.710205078125, 37.19970619616172, 106.71295166015625, 37.20189390773383]",0
T134,"[120.48431396484375, 28.90480168030353, 120.487060546875, 28.907206076336706]",1
T135,"[119.4378662109375, 28.016226126405627, 119.44061279296875, 28.01865082183305]",1
T136,"[114.8895263671875, 41.07728074262537, 114.89227294921875, 41.07935114946898]",1
T137,"[112.27752685546875, 38.85682013474362, 112.2802734375, 38.85895891044853]",1
T138,"[102.0849609375, 36.41907231092499, 102.08770751953125, 36.42128244364949]",1
T139,"[121.3714599609375, 40.96330795307352, 121.37420654296875, 40.96538194577487]",1
T140,"[99.86297607421875, 26.054315442680416, 99.86572265625, 26.0567828857788]",1
T141,"[86.7315673828125, 47.879512933970496, 86.73431396484375, 47.88135501149263]",1
T142,"[112.32421875, 41.94110578381596, 112.32696533203125, 41.94314874732696]",1
T143,"[123.46710205078125, 45.294211013377726, 123.4698486328125, 45.296143108956734]",0
T144,"[105.6500244140625, 31.940509258776462, 105.65277099609375, 31.942839972853076]",0
T145,"[113.10699462890625, 41.321138395239565, 113.1097412109375, 41.323201102238514]",1
T146,"[121.76422119140625, 44.26093725039923, 121.7669677734375, 44.26290423365537]",0
T147,"[121.9757080078125, 37.2456348218214, 121.97845458984375, 37.24782120155428]",1
T148,"[103.16986083984375, 28.231809851211835, 103.172607421875, 28.234229675051044]",1
T149,"[123.17047119140625, 42.81353658623225, 123.1732177734375, 42.81555136172695]",0
T150,"[121.7559814453125, 32.001088607540424, 121.75872802734375, 32.00341778396365]",1
T151,"[126.7822265625, 46.64943616335025, 126.78497314453125, 46.65132155014944]",0
T152,"[112.3077392578125, 35.05922870088871, 112.31048583984375, 35.06147690849716]",1
T153,"[118.24859619140625, 42.85784648372955, 118.2513427734375, 42.85985981506279]",1
T154,"[102.48321533203125, 23.453168015916184, 102.4859619140625, 23.455687666943387]",1
T155,"[110.49774169921875, 26.16529889631604, 110.50048828125, 26.16776399795338]",1
T156,"[121.5362548828125, 39.78110197709869, 121.53900146484375, 39.78321267821705]",1
T157,"[117.34222412109375, 37.72293542866175, 117.344970703125, 37.72510788462093]",1
T158,"[117.11700439453125, 49.52164252537975, 117.1197509765625, 49.52342546618328]",1
T159,"[118.05633544921875, 33.09384260312052, 118.05908203125, 33.09614359735856]",1
T160,"[128.682861328125, 44.633482344855295, 128.68560791015625, 44.63543682256857]",1
T161,"[117.0263671875, 42.08803181932636, 117.02911376953125, 42.09007006868397]",1
T162,"[100.3875732421875, 25.264568475331583, 100.39031982421875, 25.26705231219032]",1
T163,"[105.99334716796875, 37.2215804583865, 105.99609375, 37.22376753582357]",1
T164,"[105.75439453125, 38.171273439283084, 105.75714111328125, 38.1734326790354]",1
T165,"[114.7137451171875, 36.057981047025, 114.71649169921875, 36.06020141239291]",1
T166,"[122.662353515625, 44.625663775743526, 122.66510009765625, 44.62761851676016]",1
T167,"[120.92376708984375, 32.611616403170316, 120.926513671875, 32.61392993783565]",1
T168,"[110.89599609375, 26.11105348290953, 110.89874267578125, 26.113519730139508]",1
T169,"[108.51470947265625, 42.12471028710195, 108.5174560546875, 42.12674735753131]",1
T170,"[116.25732421875, 36.084621296069315, 116.26007080078125, 36.086840909511]",1
T171,"[106.732177734375, 27.96286901935916, 106.73492431640625, 27.965294915211118]",1
T172,"[111.40960693359375, 34.764178914455115, 111.412353515625, 34.7664352168417]",1
T173,"[108.78936767578125, 30.45577676937485, 108.7921142578125, 30.458144351018085]",0
T174,"[104.1009521484375, 26.775039386999598, 104.10369873046875, 26.777491459950603]",1
T175,"[114.4500732421875, 35.38681081644444, 114.45281982421875, 35.389049966911664]",1
T176,"[121.59393310546875, 43.739352079154706, 121.5966796875, 43.74133643108268]",1
T177,"[120.89080810546875, 43.29120116988416, 120.8935546875, 43.29320031385282]",1
T178,"[102.85125732421875, 25.794945475649676, 102.85400390625, 25.797418354662938]",1
T179,"[103.5296630859375, 25.386216648026632, 103.53240966796875, 25.38869799035083]",1
T180,"[94.6636962890625, 42.58746644784858, 94.66644287109375, 42.58948857271423]",1
T181,"[122.34649658203125, 42.81152174509789, 122.3492431640625, 42.81353658623225]",1
T182,"[129.627685546875, 46.0656084613869, 129.63043212890625, 46.067514101070515]",1
T183,"[115.21636962890625, 35.67737855391475, 115.2191162109375, 35.679609609368576]",0
T184,"[123.75823974609375, 45.257488690036205, 123.760986328125, 45.259422036351694]",1
T185,"[122.0855712890625, 37.08585785263673, 122.08831787109375, 37.08804885952269]",0
T186,"[117.45208740234375, 42.500453028125584, 117.454833984375, 42.5024779733487]",1
T187,"[104.08447265625, 26.782395446979752, 104.08721923828125, 26.784847361051195]",1
T188,"[119.83062744140625, 41.86751550737104, 119.8333740234375, 41.869560826994544]",1
T189,"[131.9073486328125, 47.32020688385241, 131.91009521484375, 47.3220687602135]",1
T190,"[120.1080322265625, 33.017876018554894, 120.11077880859375, 33.02017899916362]",1
T191,"[104.48822021484375, 26.944108009688595, 104.490966796875, 26.946556420812623]",0
T192,"[115.6640625, 44.323848072506884, 115.66680908203125, 44.325812949802206]",1
T193,"[103.2330322265625, 28.270520445825408, 103.23577880859375, 28.27293939128369]",1
T194,"[104.32891845703125, 25.81225454527343, 104.3316650390625, 25.814727063097394]",1
T195,"[115.66131591796875, 26.517277690994337, 115.6640625, 26.51973530566078]",1
T196,"[95.56732177734375, 40.68480366159125, 95.570068359375, 40.6868863821511]",1
T197,"[121.11053466796875, 40.91766362458113, 121.11328125, 40.91973905106219]",1
T198,"[106.5618896484375, 37.51190453731693, 106.56463623046875, 37.514083168101116]",1
T199,"[101.25, 25.594471277418855, 101.25274658203125, 25.596948323286117]",1
T200,"[121.3275146484375, 31.210452419007577, 121.33026123046875, 31.212801458338824]",0
T201,"[117.96844482421875, 32.18955998041357, 117.97119140625, 32.19188435632485]",0
T202,"[92.9058837890625, 44.103365377911516, 92.90863037109375, 44.105337625525486]",1
T203,"[91.09588623046875, 43.197167282501276, 91.0986328125, 43.199169514737505]",1
T204,"[86.605224609375, 48.01381248943335, 86.60797119140625, 48.01564978668939]",1
T205,"[113.5382080078125, 25.361400420622505, 113.54095458984375, 25.363882272740252]",1
T206,"[91.10137939453125, 44.47299117260251, 91.1041259765625, 44.474951047823005]",1
T207,"[118.114013671875, 24.91134942185059, 118.11676025390625, 24.913840438375946]",1
T208,"[112.78289794921875, 21.626792634799425, 112.78564453125, 21.62934584655107]",1
T209,"[87.14080810546875, 47.47266286861342, 87.1435546875, 47.47451936570432]",1
T210,"[112.80487060546875, 25.53748507175904, 112.8076171875, 25.539963296551075]",1
T211,"[108.59161376953125, 42.07783959017503, 108.5943603515625, 42.07987816698549]",1
T212,"[105.5291748046875, 25.836977400523697, 105.53192138671875, 25.839449402063185]",1
T213,"[131.9622802734375, 47.30344704386263, 131.96502685546875, 47.305309510775864]",1
T214,"[115.62835693359375, 26.463196866776766, 115.631103515625, 26.46565563783836]",1
T215,"[131.44317626953125, 45.89191985128208, 131.4459228515625, 45.89383147810291]",1
T216,"[102.623291015625, 32.808053238867515, 102.62603759765625, 32.810361684869]",0
T217,"[103.80706787109375, 24.434647305605743, 103.809814453125, 24.437147861615617]",1
T218,"[114.39788818359375, 34.95799531086791, 114.400634765625, 34.960246302573466]",1
T219,"[117.2186279296875, 38.27268853598096, 117.22137451171875, 38.27484476783283]",1
T220,"[112.1649169921875, 39.65434146406167, 112.16766357421875, 39.65645604812829]",1
T221,"[119.28955078125, 25.279470734081823, 119.29229736328125, 25.281954265954294]",0
T222,"[111.95343017578125, 31.388812925453347, 111.9561767578125, 31.391157522824702]",1
T223,"[117.3284912109375, 37.703380457832374, 117.33123779296875, 37.70555348721582]",1
T224,"[86.0284423828125, 47.5450176594057, 86.03118896484375, 47.54687159892238]",1
T225,"[100.03326416015625, 26.44106556403841, 100.0360107421875, 26.443524807695905]",1
T226,"[114.7576904296875, 35.6126508187567, 114.76043701171875, 35.61488368245437]",1
T227,"[103.82354736328125, 25.078136134310146, 103.8262939453125, 25.08062377244484]",1
T228,"[114.62310791015625, 36.06242171510889, 114.6258544921875, 36.064641955171396]",1
T229,"[110.38787841796875, 20.771523019513364, 110.390625, 20.77409105752739]",0
T230,"[101.722412109375, 23.526218362216593, 101.72515869140625, 23.52873661742201]",0
T231,"[112.291259765625, 35.05473209995072, 112.29400634765625, 35.05698043137264]",1
T232,"[120.289306640625, 33.65120829920498, 120.29205322265625, 33.65349459599045]",0
T233,"[129.75128173828125, 46.07704131270769, 129.7540283203125, 46.07894655768009]",1
T234,"[110.5169677734375, 26.15050719232891, 110.51971435546875, 26.152972606566962]",1
T235,"[108.687744140625, 30.363396239603723, 108.69049072265625, 30.36576606287574]",1
T236,"[114.74395751953125, 34.764178914455115, 114.7467041015625, 34.7664352168417]",1
T237,"[131.93206787109375, 47.28109232255293, 131.934814453125, 47.28295557691229]",1
T238,"[111.27227783203125, 24.736853484770684, 111.2750244140625, 24.739348013248684]",1
T239,"[102.43927001953125, 28.236649444014468, 102.4420166015625, 28.239069158099028]",0
T240,"[95.61676025390625, 40.68896903762433, 95.6195068359375, 40.691051628010236]",1
T241,"[116.17767333984375, 22.87744046489713, 116.180419921875, 22.879970973215126]",1
T242,"[132.94281005859375, 47.91266030842764, 132.945556640625, 47.91450120703987]",1
T243,"[105.66650390625, 37.15374960842943, 105.66925048828125, 37.15593865124462]",0
T244,"[116.1199951171875, 41.47771800887872, 116.12274169921875, 41.47977575214486]",1
T245,"[121.62139892578125, 31.154057975490822, 121.6241455078125, 31.156408414557]",1
T246,"[114.8675537109375, 35.4539582834493, 114.87030029296875, 35.45619556834375]",1
T247,"[109.59136962890625, 41.74672584176937, 109.5941162109375, 41.748775021355044]",1
T248,"[118.048095703125, 33.100745405144245, 118.05084228515625, 33.10304621868762]",1
T249,"[91.5216064453125, 43.76911045236617, 91.52435302734375, 43.7710938177565]",1
T250,"[100.3326416015625, 25.45071496435027, 100.33538818359375, 25.453194979524856]",1
T251,"[82.53204345703125, 45.18978009667531, 82.5347900390625, 45.191715747015415]",1
T252,"[117.38067626953125, 35.78885488168884, 117.3834228515625, 35.79108281624993]",1
T253,"[106.40533447265625, 37.5184402388786, 106.4080810546875, 37.520618678869305]",0
T254,"[108.9898681640625, 37.56199695314352, 108.99261474609375, 37.56417412088097]",1
T255,"[108.3251953125, 41.992160233376296, 108.32794189453125, 41.994201560315695]",1
T256,"[112.7197265625, 34.0094118622566, 112.72247314453125, 34.01168859910852]",1
T257,"[113.47503662109375, 36.13565654678543, 113.477783203125, 36.137874718407275]",1
T258,"[112.34344482421875, 31.203404950917392, 112.34619140625, 31.20575416529435]",1
T259,"[117.49053955078125, 49.5519436777949, 117.4932861328125, 49.55372551347579]",1
T260,"[120.9210205078125, 32.83344284664949, 120.92376708984375, 32.83575063295596]",1
T261,"[131.91009521484375, 45.45627757127798, 131.912841796875, 45.45820413751094]",1
T262,"[118.619384765625, 48.45835188280866, 118.62213134765625, 48.46017328524599]",1
T263,"[102.930908203125, 25.112958466940725, 102.93365478515625, 25.115445397061947]",0
T264,"[120.0201416015625, 42.6905111699824, 120.02288818359375, 42.6925299488386]",1
T265,"[102.0794677734375, 39.07890809706474, 102.08221435546875, 39.08104017748608]",0
T266,"[129.45465087890625, 46.15319980124841, 129.4573974609375, 46.155102414967125]",1
T267,"[106.55914306640625, 37.70120736474139, 106.5618896484375, 37.703380457832374]",1
T268,"[114.3402099609375, 41.78974487671898, 114.34295654296875, 41.791792682628916]",1
T269,"[106.97113037109375, 26.54922257769203, 106.973876953125, 26.551679508261206]",1
T270,"[117.57293701171875, 49.502025885539986, 117.57568359375, 49.50380954152213]",0
T271,"[110.2587890625, 41.13936457644674, 110.26153564453125, 41.14143302653628]",1
T272,"[121.915283203125, 31.758531633937164, 121.91802978515625, 31.76086695137953]",1
T273,"[113.7249755859375, 31.891550612684366, 113.72772216796875, 31.893882567548644]",1
T274,"[115.50201416015625, 43.671844983221604, 115.5047607421875, 43.67383157113291]",1
T275,"[118.037109375, 38.108627664321276, 118.03985595703125, 38.11078875872392]",1
T276,"[106.9354248046875, 26.318036522949065, 106.93817138671875, 26.320498387100198]",1
T277,"[111.35467529296875, 21.601258036965895, 111.357421875, 21.603811699620152]",1
T278,"[123.52752685546875, 45.30000710263141, 123.5302734375, 45.30193900072718]",0
T279,"[119.89654541015625, 34.26402647315289, 119.8992919921875, 34.26629636058355]",1
T280,"[120.64910888671875, 37.3461426132468, 120.65185546875, 37.348326073552954]",1
T281,"[110.38238525390625, 20.797201434306995, 110.3851318359375, 20.799769035496393]",1
T282,"[110.06378173828125, 30.855079286968582, 110.0665283203125, 30.857437108750215]",1
T283,"[103.8153076171875, 25.11047148622334, 103.81805419921875, 25.112958466940725]",1
T284,"[117.67181396484375, 42.65618189025384, 117.674560546875, 42.65820178455667]",0
T285,"[101.6619873046875, 25.52509317964987, 101.66473388671875, 25.527571660479637]",1
T286,"[114.609375, 39.62896140981414, 114.61212158203125, 39.63107677008366]",0
T287,"[120.4046630859375, 33.64892194168654, 120.40740966796875, 33.65120829920498]",1
T288,"[132.275390625, 47.2363545303284, 132.27813720703125, 47.23821935972679]",1
T289,"[99.6075439453125, 36.476515314829435, 99.61029052734375, 36.47872381162465]",1
T290,"[114.42535400390625, 31.557474155953216, 114.4281005859375, 31.55981453201842]",1
T291,"[118.5205078125, 36.080181881180145, 118.52325439453125, 36.0824016199585]",1
T292,"[112.0550537109375, 39.364032338047984, 112.05780029296875, 39.36615577588526]",1
T293,"[103.7603759765625, 24.913840438375946, 103.76312255859375, 24.916331404599077]",1
T294,"[117.22686767578125, 34.44995361537075, 117.2296142578125, 34.452218472826544]",1
T295,"[100.3106689453125, 25.460634718477532, 100.31341552734375, 25.463114529259425]",1
T296,"[99.18731689453125, 25.65390621209508, 99.1900634765625, 25.65638202576806]",1
T297,"[112.3077392578125, 31.87755764334002, 112.31048583984375, 31.87988995252351]",1
T298,"[117.0867919921875, 23.609295317664756, 117.08953857421875, 23.611811980488635]",1
T299,"[113.57391357421875, 25.344026029134326, 113.57666015625, 25.346508237892778]",1
T300,"[118.0975341796875, 33.3121678373862, 118.10028076171875, 33.31446310036172]",1
T301,"[112.5933837890625, 31.85889704445453, 112.59613037109375, 31.86122982593091]",1
T302,"[114.45281982421875, 41.033787135218645, 114.45556640625, 41.03585891144299]",1
T303,"[117.22137451171875, 38.69408504756832, 117.22412109375, 38.69622870885281]",1
T304,"[107.56439208984375, 40.136890695345905, 107.567138671875, 40.13899044275823]",0
T305,"[111.31072998046875, 34.90395296559005, 111.3134765625, 34.90620544067929]",1
T306,"[114.1644287109375, 35.30167705397599, 114.16717529296875, 35.30391856531169]",1
T307,"[114.9884033203125, 41.271613841889874, 114.99114990234375, 41.27367811566259]",1
T308,"[112.2967529296875, 38.49229419236133, 112.29949951171875, 38.49444388772505]",0
T309,"[103.2440185546875, 28.270520445825408, 103.24676513671875, 28.27293939128369]",1
T310,"[99.5965576171875, 36.54715598643371, 99.59930419921875, 36.54936246839778]",1
T311,"[122.2503662109375, 42.214279416375454, 122.25311279296875, 42.21631360434477]",1
T312,"[123.17047119140625, 42.803461724170766, 123.1732177734375, 42.80547682786029]",1
T313,"[114.071044921875, 31.538749033860967, 114.07379150390625, 31.541089879585815]",1
T314,"[119.036865234375, 36.15561783381854, 119.03961181640625, 36.15783544102625]",1
T315,"[121.63787841796875, 39.857046423130654, 121.640625, 39.85915479295669]",1
T316,"[97.18231201171875, 40.216635475391215, 97.18505859375, 40.21873275657032]",0
T317,"[99.5196533203125, 36.47430675509522, 99.52239990234375, 36.476515314829435]",1
T318,"[124.442138671875, 43.0287452513488, 124.44488525390625, 43.03075300142832]",1
T319,"[112.12646484375, 28.301962451766745, 112.12921142578125, 28.304380682962773]",1
T320,"[95.55908203125, 40.62437645591559, 95.56182861328125, 40.626461063673545]",1
T321,"[111.6650390625, 39.3194252312395, 111.66778564453125, 39.32155002466662]",1
T322,"[108.87451171875, 30.548069799103544, 108.87725830078125, 30.550435135095274]",1
T323,"[92.7740478515625, 44.32974250695348, 92.77679443359375, 44.33170718680922]",1
T324,"[112.0001220703125, 31.339562861784994, 112.00286865234375, 31.341908687971678]",1
T325,"[121.52801513671875, 43.739352079154706, 121.53076171875, 43.74133643108268]",1
T326,"[94.92462158203125, 43.71156424665851, 94.9273681640625, 43.713549519314284]",1
T327,"[122.50579833984375, 37.02229110771149, 122.508544921875, 37.02448395075964]",1
T328,"[111.74468994140625, 30.66862839743335, 111.7474365234375, 30.670990790779175]",1
T329,"[92.6861572265625, 44.28257044667386, 92.68890380859375, 44.2845367060189]",0
