id,bbox,result
3-059,"[109.20059323310852, 37.65585498482452, 109.20333981513977, 37.65802940677587]",1
3-060,"[108.27805280685425, 26.548685117112523, 108.2807993888855, 26.551142059197694]",1
3-061,"[123.94671320915222, 45.08855836086187, 123.94945979118347, 45.09049745058801]",1
3-062,"[118.73646855354309, 41.768815110333655, 118.73921513557434, 41.7708635847132]",1
3-063,"[118.76477122306824, 41.78204102094015, 118.76751780509949, 41.784089072933035]",1
3-064,"[117.39902257919312, 38.242460862368986, 117.40176916122437, 38.244617991459485]",1
3-065,"[132.96115636825562, 45.80656895478106, 132.96390295028687, 45.808483517258395]",1
3-066,"[112.4826192855835, 36.98961367725979, 112.48536586761475, 36.991807463164214]",1
3-067,"[111.31232857704163, 34.728969085825646, 111.31507515907288, 34.7312263502125]",1
3-068,"[123.67412567138672, 44.10160108503267, 123.67687225341797, 44.10357339150597]",0
3-069,"[120.40812849998474, 33.91194416566978, 120.41087508201599, 33.91422351262102]",1
3-070,"[99.26458597183228, 39.83197162425841, 99.26733255386353, 39.83408076422381]",1
3-071,"[120.5044949054718, 31.42017622533961, 120.50724148750305, 31.42252003927704]",0
3-072,"[116.53805494308472, 37.948808528781534, 116.54080152511597, 37.9509743429788]",1
3-073,"[106.41857385635376, 36.706549717375836, 106.42132043838501, 36.70875164075456]",1
3-074,"[122.9140841960907, 45.77023215096077, 122.91683077812195, 45.772147961958815]",1
3-075,"[109.17442560195923, 30.723170176983697, 109.17717218399048, 30.725531235613445]",0
3-076,"[117.6911473274231, 34.17598566757922, 117.69389390945435, 34.17825792848402]",1
3-077,"[130.16660571098328, 46.31696209656982, 130.16935229301453, 46.31885904096975]",1
3-078,"[121.20422959327698, 36.921755059201836, 121.20697617530823, 36.92395080078099]",1
3-079,"[130.15305519104004, 46.305052822411554, 130.1558017730713, 46.306950179624]",1
3-080,"[94.40115094184875, 42.434313628799394, 94.40389752388, 42.4363407146688]",1
3-081,"[109.90104675292969, 41.67343272307722, 109.90379333496094, 41.675484240384]",1
3-082,"[112.25294709205627, 33.25019981916769, 112.25569367408752, 33.25249671225829]",1
3-083,"[99.54008102416992, 26.035566961629993, 99.54282760620117, 26.038034799358556]",1
3-084,"[116.52670383453369, 37.94716720518487, 116.52945041656494, 37.949333067766524]",1
3-085,"[121.41774415969849, 32.24510176021543, 121.42049074172974, 32.247424716634335]",1
3-086,"[122.75257229804993, 42.56482365009476, 122.75531888008118, 42.56684650932836]",1
3-087,"[96.19184732437134, 40.715517189350344, 96.19459390640259, 40.717598949809954]",1
3-088,"[106.9337511062622, 41.60448459466994, 106.93649768829346, 41.60653830804796]",1
3-089,"[105.23544073104858, 26.663164816551355, 105.23818731307983, 26.665619300837594]",1
3-090,"[116.19884133338928, 29.82452403820447, 116.20158791542053, 29.826906814337054]",1
3-091,"[113.02261233329773, 39.50846937597223, 113.02535891532898, 39.5105884156068]",0
3-092,"[114.47982430458069, 41.59927781743908, 114.48257088661194, 41.60133169653776]",0
3-093,"[102.75712251663208, 26.58485251128091, 102.75986909866333, 26.587308677936885]",1
3-094,"[121.82757496833801, 40.02538801677973, 121.83032155036926, 40.02749120576785]",1
3-095,"[124.31763052940369, 46.18366343991122, 124.32037711143494, 46.1855650001786]",1
3-096,"[117.57497549057007, 38.61834582750408, 117.57772207260132, 38.620491756712156]",1
3-097,"[105.05749225616455, 37.28793342048546, 105.0602388381958, 37.290118572400026]",1
3-098,"[123.11483144760132, 42.74832791974914, 123.11757802963257, 42.75034481835256]",1
3-099,"[120.93571901321411, 32.6600525887758, 120.93846559524536, 32.662364871233336]",1
3-100,"[114.48597192764282, 41.07251694174672, 114.48871850967407, 41.07458749863509]",1
3-101,"[82.3419713973999, 45.68819474137966, 82.34471797943115, 45.690113368322]",1
3-102,"[118.59922528266907, 48.417146548073475, 118.60197186470032, 48.41896942846147]",1
3-103,"[111.95404171943665, 39.08502932677118, 111.9567883014679, 39.087161222201786]",0
3-104,"[131.3186252117157, 46.63223633998044, 131.32137179374695, 46.634122326247436]",1
3-105,"[112.20995664596558, 39.06223233985352, 112.21270322799683, 39.06436492411229]",1
3-106,"[112.50518202781677, 41.11452192112978, 112.50792860984802, 41.116591154500036]",1
3-107,"[120.4689073562622, 33.45632011047913, 120.47165393829346, 33.45861157103772]",1
3-108,"[117.94934749603271, 42.78966909657111, 117.95209407806396, 42.791684649462916]",1
3-109,"[125.31643152236938, 45.20337362338852, 125.31917810440063, 45.20530881137751]",1
3-110,"[123.42342495918274, 42.464356874450154, 123.42617154121399, 42.46638298828427]",1
3-111,"[115.06361246109009, 37.17427794532213, 115.06635904312134, 37.17646639365866]",1
3-112,"[124.38215374946594, 45.286844295089054, 124.38490033149719, 45.288776641636964]",1
3-113,"[115.01248955726624, 43.86193262944027, 115.01523613929749, 43.863912914191246]",1
3-114,"[112.85231351852417, 21.97933436308035, 112.85506010055542, 21.981881297683294]",0
3-115,"[111.46286487579346, 37.3329381489288, 111.4656114578247, 37.33512199316556]",1
3-116,"[124.38235759735107, 45.2864895211878, 124.38510417938232, 45.28842187982131]",1
3-117,"[116.54250741004944, 26.551142059197694, 116.54525399208069, 26.553598948637]",1
3-118,"[112.4534797668457, 41.1228469555323, 112.45622634887695, 41.12491592646031]",1
3-119,"[107.59431481361389, 40.235967326933896, 107.59706139564514, 40.238064009633]",1
3-120,"[108.73210787773132, 37.48052009483919, 108.73485445976257, 37.48269964141885]",1
3-121,"[110.28966665267944, 38.621221022723866, 110.2924132347107, 38.62336686590597]",1
3-122,"[116.4584469795227, 32.59121675546903, 116.46119356155396, 32.59353081702628]",1
3-123,"[118.00754070281982, 36.538493211923594, 118.01028728485107, 36.54069994115002]",1
3-124,"[121.72268986701965, 46.13613279392434, 121.7254364490509, 46.138035997595594]",1
3-125,"[122.19159364700317, 46.30006453448539, 122.19434022903442, 46.301962064583066]",1
3-126,"[112.61818885803223, 37.75899333917749, 112.62093544006348, 37.76116473712157]",0
3-127,"[103.80389213562012, 26.988486764713752, 103.80663871765137, 26.99093421111266]",1
3-128,"[99.80973958969116, 36.4034700930207, 99.81248617172241, 36.40568066969993]",1
3-129,"[118.04198026657104, 42.568008043382186, 118.0447268486023, 42.570030799356275]",1
3-130,"[113.20507764816284, 38.19719695727241, 113.20782423019409, 38.19935542879461]",1
3-131,"[108.84718537330627, 37.36717283668427, 108.84993195533752, 37.36935568528007]",1
3-132,"[112.26559638977051, 38.92358473297134, 112.26834297180176, 38.92572149929795]",1
3-133,"[121.37186765670776, 40.96272463088258, 121.37461423873901, 40.96479864191556]",1
3-134,"[115.28017401695251, 41.46459835971369, 115.28292059898376, 41.466656519476416]",1
3-135,"[114.57335829734802, 39.81689268291131, 114.57610487937927, 39.819002285812005]",0
3-136,"[94.66055274009705, 43.64336591821306, 94.6632993221283, 43.64535344858666]",1
3-137,"[108.75484228134155, 34.430841435467656, 108.7575888633728, 34.433106811074936]",0
3-138,"[105.14520049095154, 34.5249266502991, 105.14794707298279, 34.527189472723684]",1
3-139,"[119.37152981758118, 33.403572937871516, 119.37427639961243, 33.40586579146732]",1
3-140,"[121.3629949092865, 43.90711469839457, 121.36574149131775, 43.90909348173426]",1
3-141,"[114.2822527885437, 35.292938069254426, 114.28499937057495, 35.29517982265341]",1
3-142,"[110.00786304473877, 41.92472778933373, 110.01060962677002, 41.92677127750457]",1
3-143,"[96.68771266937256, 40.70091864211626, 96.69045925140381, 40.70300085899887]",1
3-144,"[110.06533741950989, 41.708395738306166, 110.06808400154114, 41.71044614086837]",1
3-145,"[92.89664626121521, 44.104097274352725, 92.89939284324646, 44.10606949754903]",1
3-146,"[110.04746317863464, 41.363539675601864, 110.0502097606659, 41.365601039956516]",1
3-147,"[110.33052206039429, 41.218670350198146, 110.33326864242554, 41.220736297201604]",1
3-148,"[125.03771781921387, 44.96099466700098, 125.04046440124512, 44.962938082559134]",1
3-149,"[116.12900733947754, 37.17981733232113, 116.13175392150879, 37.18200562019479]",1
3-150,"[114.86775755882263, 35.35607744584611, 114.87050414085388, 35.35831744915957]",1
3-151,"[116.75511002540588, 41.88267009116357, 116.75785660743713, 41.88471492586414]",1
3-152,"[114.67858672142029, 36.18268394372237, 114.68133330345154, 36.18490078519407]",1
3-153,"[129.79570984840393, 45.99967454744867, 129.79845643043518, 46.00158246197376]",1
3-154,"[113.71770143508911, 41.22023595665029, 113.72044801712036, 41.22230185419947]",1
3-155,"[120.83700299263, 33.114809983939466, 120.83974957466125, 33.117110429210996]",1
3-156,"[106.52917742729187, 37.63245893405308, 106.53192400932312, 37.634634040994506]",1
3-157,"[123.67070317268372, 46.50455876947097, 123.67344975471497, 46.50644920038505]",1
3-158,"[90.44452786445618, 45.16628996942649, 90.44727444648743, 45.16822641846997]",1
3-159,"[109.97273683547974, 41.588501904172716, 109.97548341751099, 41.59055612619196]",1
3-160,"[106.10430479049683, 37.504874615301205, 106.10705137252808, 37.50705345127476]",1
3-161,"[129.04634356498718, 45.94216031676325, 129.04909014701843, 45.94407021357223]",1
3-162,"[117.91502594947815, 24.984570128367473, 117.9177725315094, 24.987059664349704]",1
3-163,"[117.56292700767517, 49.50815693058396, 117.56567358970642, 49.50994036306442]",1
3-164,"[118.06438207626343, 33.12462240115846, 118.06712865829468, 33.12692258941614]",1
3-165,"[93.87871026992798, 41.95715245728516, 93.88145685195923, 41.95919490658811]",1
3-166,"[93.9789068698883, 42.1322375727285, 93.98165345191956, 42.134274401110765]",1
3-167,"[111.67031764984131, 23.38261797964257, 111.67306423187256, 23.385138974828674]",0
3-168,"[110.15697240829468, 36.40965264163559, 110.15971899032593, 36.41186304241253]",1
3-169,"[122.09415435791016, 41.988595728206604, 122.0969009399414, 41.99063716946034]",1
3-170,"[96.76319003105164, 40.08733095655597, 96.76593661308289, 40.0894322346324]",1
3-171,"[111.36278629302979, 34.84017174459823, 111.36553287506104, 34.84242596781095]",1
3-172,"[121.4135491847992, 32.27605753169276, 121.41629576683044, 32.27837969602142]",1
3-173,"[115.38640022277832, 36.25238913305657, 115.38914680480957, 36.25460400019932]",1
3-174,"[102.43620157241821, 33.157394394284786, 102.43894815444946, 33.159693723666145]",0
3-175,"[92.77925133705139, 44.158163191949576, 92.78199791908264, 44.160133610499386]",1
3-176,"[121.3943338394165, 32.22920243266498, 121.39708042144775, 32.231525795649226]",1
3-177,"[109.25900101661682, 30.720375568023336, 109.26174759864807, 30.722736695093204]",1
3-178,"[120.0705349445343, 43.64413454127251, 120.07328152656555, 43.64612204621639]",1
3-179,"[122.2157871723175, 46.1129545259409, 122.21853375434875, 46.114858530541305]",1
3-180,"[106.98670864105225, 41.57720251468089, 106.9894552230835, 41.57925709620118]",1
3-181,"[120.41263461112976, 33.9370848383641, 120.41538119316101, 33.939363512701135]",1
3-182,"[103.92363667488098, 27.21365751980181, 103.92638325691223, 27.216100048726542]",1
3-183,"[103.31493616104126, 25.820647374524825, 103.31768274307251, 25.823119717133928]",1
3-184,"[114.1594398021698, 42.49834891400612, 114.16218638420105, 42.50037392737188]",1
3-185,"[119.52237725257874, 42.25643568621325, 119.52512383460999, 42.258468515813924]",1
3-186,"[114.87332582473755, 35.41742755998446, 114.8760724067688, 35.41966586020128]",1
3-187,"[99.5861828327179, 36.38062666431646, 99.58892941474915, 36.3828378907004]",1
3-188,"[121.43126249313354, 31.919329828269248, 121.4340090751648, 31.92166107931747]",0
3-189,"[113.94020676612854, 37.429410248006256, 113.94295334815979, 37.43159128456736]",1
3-190,"[108.72436165809631, 37.44424174704981, 108.72710824012756, 37.44642235141385]",1
3-191,"[116.58536911010742, 40.07466445757064, 116.58811569213867, 40.07676612660266]",0
3-192,"[128.31225514411926, 45.88307772132718, 128.3150017261505, 45.88498965247143]",1
3-193,"[113.50979804992676, 37.68386278048155, 113.51254463195801, 37.686036381943296]",1
3-194,"[101.76531672477722, 35.80087280393638, 101.76806330680847, 35.80310040153975]",0
3-195,"[132.24465250968933, 46.766565974296455, 132.24739909172058, 46.76844727423909]",0
3-196,"[115.54402828216553, 42.02657494660842, 115.54677486419678, 42.02861516945535]",0
3-197,"[99.4106912612915, 36.4893944502789, 99.41343784332275, 36.49160257998228]",1
3-198,"[112.19332695007324, 39.255717882301354, 112.19607353210449, 39.257844609532825]",0
3-199,"[112.14006900787354, 34.63044477565282, 112.14281558990479, 34.63270472738251]",1
3-200,"[94.2343282699585, 39.21477412289618, 94.23707485198975, 39.21690209156702]",1
