id,bbox,result
5-104,"[115.08763432502747, 33.238956733309855, 115.09038090705872, 33.24125392187035]",1
5-105,"[108.34485054016113, 26.58367238121719, 108.34759712219238, 26.586128573190607]",1
5-106,"[114.74928975105286, 41.20399702117964, 114.7520363330841, 41.206063431608136]",0
5-107,"[114.24297451972961, 41.11099760790227, 114.24572110176086, 41.11306695236144]",1
5-108,"[99.51793670654297, 36.47418597266968, 99.52068328857422, 36.47639453584583]",1
5-109,"[111.41677379608154, 41.85971712599238, 111.4195203781128, 41.861762695096125]",1
5-110,"[121.10668301582336, 42.115272067124316, 121.10942959785461, 42.11730944099904]",1
5-111,"[116.30576491355896, 41.5217683704528, 116.30851149559021, 41.523824714506375]",1
5-112,"[110.64627170562744, 25.302063180206513, 110.64901828765869, 25.304546249386682]",1
5-113,"[125.06555914878845, 46.02541094356213, 125.0683057308197, 46.0273179704346]",1
5-114,"[106.6641354560852, 37.79442326280795, 106.66688203811646, 37.79659362032576]",1
5-115,"[111.64947152137756, 39.586243743556594, 111.65221810340881, 39.588360409331194]",1
5-116,"[110.30726194381714, 41.31262098011855, 110.31000852584839, 41.314683956686785]",0
5-117,"[130.0318729877472, 46.054478509524515, 130.03461956977844, 46.056384533389085]",1
5-118,"[114.00156497955322, 31.559704828202054, 114.00431156158447, 31.562045148301337]",1
5-119,"[110.19470572471619, 41.343180196302036, 110.19745230674744, 41.345242205484254]",1
5-120,"[95.5572259426117, 40.735551431658074, 95.55997252464294, 40.73763256552794]",1
5-121,"[115.61980605125427, 42.36070822386462, 115.62255263328552, 42.36273768884694]",1
5-122,"[106.21907114982605, 36.63042419629584, 106.2218177318573, 36.63262829895643]",1
5-123,"[101.1505651473999, 38.739322760374925, 101.15331172943115, 38.74146506528127]",0
5-124,"[133.48207354545593, 48.017199955326895, 133.48482012748718, 48.01903713187866]",0
5-125,"[115.60836911201477, 43.654599258490926, 115.61111569404602, 43.65658641717641]",1
5-126,"[117.54712343215942, 38.62071808144039, 117.54987001419067, 38.62286393967091]",0
5-127,"[107.73003458976746, 37.315277388867614, 107.7327811717987, 37.31746174642409]",1
5-128,"[118.05057406425476, 38.12575427093228, 118.05332064628601, 38.12791485855219]",1
5-129,"[114.39069986343384, 41.16297011778649, 114.39344644546509, 41.165037823240844]",1
5-130,"[114.44563150405884, 35.416273412137365, 114.44837808609009, 35.41851174441734]",1
5-131,"[121.66788697242737, 31.39777886253375, 121.67063355445862, 31.400123236013794]",0
5-132,"[115.76831459999084, 42.325991055662485, 115.7710611820221, 42.328021641629356]",1
5-133,"[108.25755000114441, 37.47008974393296, 108.26029658317566, 37.472269594724644]",1
5-134,"[115.52705526351929, 33.66912195115219, 115.52980184555054, 33.6714077719678]",0
5-135,"[105.53840160369873, 38.22021173522158, 105.54114818572998, 38.22236952434241]",1
5-136,"[123.85379076004028, 44.15830943621199, 123.85653734207153, 44.16027984987799]",1
5-137,"[120.38153171539307, 46.0382746505205, 120.38427829742432, 46.04018123357733]",1
5-138,"[121.40265941619873, 43.91938054903372, 121.40540599822998, 43.921358924563755]",1
5-139,"[111.42443418502808, 41.170869047301984, 111.42718076705933, 41.17293650350676]",1
5-140,"[106.48065090179443, 37.78745394942109, 106.48339748382568, 37.78962451166359]",1
5-141,"[121.28021121025085, 39.431933747700526, 121.2829577922821, 39.434055119574246]",1
5-142,"[114.60200428962708, 34.30541568624807, 114.60475087165833, 34.30768445602306]",1
5-143,"[95.49202680587769, 40.59989373340907, 95.49477338790894, 40.601979105125444]",1
5-144,"[101.16130471229553, 38.67919487756423, 101.16405129432678, 38.68133898501361]",0
5-145,"[121.92371606826782, 43.584494359704344, 121.92646265029907, 43.58648383676706]",1
5-146,"[91.08588695526123, 44.54286289232704, 91.08863353729248, 44.54482041956675]",1
5-147,"[117.13647723197937, 41.85339622362632, 117.13922381401062, 41.85544199491604]",1
5-148,"[115.56159138679504, 41.372211459324866, 115.5643379688263, 41.374272548946834]",1
5-149,"[106.94018840789795, 33.991560485903136, 106.9429349899292, 33.99383770129228]",0
5-150,"[119.39162492752075, 45.110649480808064, 119.394371509552, 45.11258782042189]",1
5-151,"[113.21795225143433, 36.14380108810508, 113.22069883346558, 36.146019029468974]",0
5-152,"[121.69888257980347, 39.797557134332784, 121.70162916183472, 39.799667330636154]",1
5-153,"[110.76534032821655, 41.83539700973077, 110.7680869102478, 41.837443356622884]",1
5-154,"[114.4653832912445, 41.20674145831128, 114.46812987327576, 41.20880778207302]",1
5-155,"[115.17791748046875, 25.862631558501313, 115.1806640625, 25.86510302382145]",1
5-156,"[116.54927730560303, 37.17432068906066, 116.55202388763428, 37.176509136159076]",1
5-157,"[131.3670015335083, 45.9155716020855, 131.36974811553955, 45.91748241465005]",1
5-158,"[93.9045238494873, 41.97036339333034, 93.90727043151855, 41.97240541917485]",1
5-159,"[120.81503033638, 33.13153176967703, 120.81777691841125, 33.13383177691912]",1
5-160,"[112.68090963363647, 26.0390566232156, 112.68365621566772, 26.041524387511515]",0
5-161,"[109.85423684120178, 41.91411816019453, 109.85698342323303, 41.916161988149774]",1
5-162,"[119.55764293670654, 25.725277984566713, 119.5603895187378, 25.727752315052822]",1
5-163,"[120.37726163864136, 33.70650891741421, 120.38000822067261, 33.70879374412978]",1
5-164,"[107.8928017616272, 37.36526279206609, 107.89554834365845, 37.36744569623189]",0
5-165,"[93.96984100341797, 42.39593708242345, 93.97258758544922, 42.39796540913757]",1
5-166,"[123.70107650756836, 46.514298216144375, 123.70382308959961, 46.516188308344184]",1
5-167,"[111.43052816390991, 41.96310409964627, 111.43327474594116, 41.965146358190914]",1
5-168,"[117.74922251701355, 42.499883500465465, 117.7519690990448, 42.50190846413325]",1
5-169,"[117.2958755493164, 41.870191986634296, 117.29862213134766, 41.87223722062507]",1
5-170,"[113.20677280426025, 34.584022703404806, 113.2095193862915, 34.58628391902449]",1
5-171,"[114.39465880393982, 41.55607505800914, 114.39740538597107, 41.55813031150561]",1
5-172,"[129.73869681358337, 46.072858473873396, 129.74144339561462, 46.07476386326419]",1
5-173,"[114.57713484764099, 41.14780764398895, 114.57988142967224, 41.14987582778283]",1
5-174,"[123.96166920661926, 45.08384670450573, 123.96441578865051, 45.08578595418065]",1
5-175,"[92.70095229148865, 44.12826787644516, 92.7036988735199, 44.13023929307672]",1
5-176,"[103.97536039352417, 37.06991123489137, 103.97810697555542, 37.0721027026581]",1
5-177,"[113.20300698280334, 35.566104106601564, 113.2057535648346, 35.568338268873994]",1
5-178,"[123.55505704879761, 45.44261663004621, 123.55780363082886, 45.4445436629552]",1
5-179,"[113.302903175354, 35.02124571691901, 113.30564975738525, 35.023494969949724]",1
5-180,"[123.10903787612915, 45.51864679293682, 123.1117844581604, 45.520571227162705]",0
5-181,"[96.9523823261261, 40.64037578198083, 96.95512890815735, 40.642459890290475]",1
5-182,"[119.87684726715088, 34.214091197931445, 119.87959384918213, 34.2163624322152]",1
5-183,"[116.3152813911438, 42.02906145947493, 116.31802797317505, 42.03110160252105]",1
5-184,"[102.44216680526733, 38.958808118900166, 102.44491338729858, 38.960943823958175]",1
5-185,"[114.09120440483093, 41.402935855176906, 114.09395098686218, 41.40499597103261]",1
5-186,"[106.47234678268433, 37.46815677618749, 106.47509336471558, 37.47033668334826]",1
5-187,"[129.68871116638184, 47.75818045971608, 129.6914577484131, 47.76002684725234]",1
5-188,"[96.84843063354492, 40.122978229922964, 96.85117721557617, 40.12507840718368]",1
5-189,"[121.64434790611267, 39.57326121503473, 121.64709448814392, 39.575378277338466]",1
5-190,"[122.03680872917175, 39.884301990255665, 122.039555311203, 39.886409522504934]",1
5-191,"[112.8359842300415, 41.38761974356735, 112.83873081207275, 41.38968034491961]",1
5-192,"[120.91993689537048, 32.89852463081369, 120.92268347740173, 32.90083072403905]",1
5-193,"[87.80931115150452, 43.59033049069825, 87.81205773353577, 43.59231977487303]",1
5-194,"[131.04644536972046, 47.07037027621529, 131.0491919517517, 47.07224093931505]",1
5-195,"[106.6377854347229, 38.775457182484246, 106.64053201675415, 38.777598403000184]",0
5-196,"[122.0042359828949, 44.82388643885828, 122.00698256492615, 44.82583449317314]",1
5-197,"[106.01158618927002, 37.05790840168609, 106.01433277130127, 37.06010021624044]",1
5-198,"[112.91868209838867, 34.959419773739924, 112.92142868041992, 34.96167072631896]",1
5-199,"[115.58814525604248, 42.2287080211152, 115.59089183807373, 42.23074174428673]",1
5-200,"[133.5141098499298, 47.81123796409974, 133.51685643196106, 47.81308246792649]",0
