id,bbox,result
1-038,"[90.50557494163513, 45.143743648987886, 90.50832152366638, 45.14568086433762]",1
1-040,"[95.26527285575867, 37.28238489808148, 95.26801943778992, 37.284570211123096]",1
1-041,"[106.48881554603577, 37.65087735735964, 106.49156212806702, 37.65305192507644]",1
1-042,"[111.48307800292969, 35.55723666088857, 111.48582458496094, 35.559471070380596]",1
1-043,"[121.41221880912781, 44.21211809412922, 121.41496539115906, 44.21408670998903]",1
1-044,"[88.55613470077515, 43.02307457126796, 88.5588812828064, 43.025082506828724]",1
1-046,"[112.93977499008179, 41.15247712257658, 112.94252157211304, 41.15454515907509]",1
1-047,"[112.44061589241028, 41.432945929707536, 112.44336247444153, 41.43500509386451]",1
1-048,"[102.21050977706909, 39.087710841045194, 102.21325635910034, 39.08984265542964]",1
1-050,"[87.90435791015625, 43.47124243067329, 87.9071044921875, 43.47323564669714]",1
1-053,"[96.63901448249817, 40.77595118148982, 96.64176106452942, 40.778031051045765]",1
1-054,"[105.60424447059631, 38.119500022130595, 105.60699105262756, 38.121660794838455]",1
1-055,"[122.07017540931702, 44.83129782552409, 122.07292199134827, 44.83324562937585]",1
1-056,"[96.84717535972595, 40.05325822062641, 96.8499219417572, 40.05536055013539]",1
1-058,"[116.17046356201172, 29.557294275417433, 116.17321014404297, 29.559683396842992]",1
1-059,"[86.73424959182739, 47.84325529615977, 86.73699617385864, 47.84509866250451]",1
1-061,"[106.48419141769409, 37.756075422819166, 106.48693799972534, 37.75824690641305]",1
1-062,"[119.59098815917969, 25.69996146686086, 119.59373474121094, 25.702436323892606]",1
1-063,"[103.6004090309143, 37.13047000731965, 103.60315561294556, 37.13265972394714]",1
1-065,"[116.48329496383667, 41.952899803984806, 116.48604154586792, 41.95494238957761]",1
1-068,"[118.16151022911072, 37.81773431363812, 118.16425681114197, 37.81990398615679]",0
1-069,"[100.88398575782776, 25.622547908531008, 100.88673233985901, 25.62502437265072]",1
1-071,"[119.0172529220581, 36.158658365244854, 119.01999950408936, 36.16087588645659]",1
1-073,"[120.20172715187073, 37.32839111328757, 120.20447373390198, 37.33057508970625]",1
1-075,"[106.55428290367126, 37.70410197855964, 106.55702948570251, 37.70627498678993]",1
1-076,"[115.9924829006195, 43.41559273278732, 115.99522948265076, 43.417587783208276]",1
1-077,"[117.38346576690674, 42.3287989579714, 117.38621234893799, 42.330829453301476]",1
1-078,"[122.33113288879395, 43.330562836413485, 122.3338794708252, 43.332560686064355]",1
1-079,"[110.58213472366333, 25.521898187421396, 110.58488130569458, 25.524376734246385]",1
1-081,"[112.22755193710327, 39.82140847256277, 112.23029851913452, 39.82351793684053]",1
1-082,"[109.95872497558594, 41.580878243296496, 109.96147155761719, 41.5829327078787]",1
1-083,"[113.91203284263611, 22.30971368775518, 113.91477942466736, 22.31225465229434]",0
1-084,"[95.80236911773682, 40.58316767698296, 95.80511569976807, 40.58525357039999]",1
1-086,"[114.21853423118591, 41.25303244065318, 114.22128081321716, 41.25509730187493]",1
1-087,"[112.25833296775818, 39.62912667466429, 112.26107954978943, 39.63124202988084]",1
1-088,"[111.44141793251038, 41.653058249182145, 111.44416451454163, 41.65511041574695]",1
1-089,"[119.95868682861328, 45.17294623722106, 119.96143341064453, 45.17488245997341]",1
1-090,"[105.0592303276062, 37.31381827091951, 105.06197690963745, 37.31600267087677]",1
1-091,"[114.87510681152344, 41.265589982405714, 114.87785339355469, 41.2676544466459]",1
1-092,"[113.69112610816956, 32.10880558934364, 113.6938726902008, 32.11113202521427]",1
1-093,"[106.52311563491821, 41.65724267580417, 106.52586221694946, 41.659294709048176]",1
1-094,"[99.27048683166504, 36.700975816853834, 99.27323341369629, 36.70317789993122]",1
1-095,"[112.53867745399475, 41.16502166954484, 112.541424036026, 41.167089310266554]",1
1-096,"[115.32886147499084, 40.84370028206935, 115.3316080570221, 40.84577802909027]",1
1-097,"[105.88742136955261, 37.30429491086059, 105.89016795158386, 37.3064795875242]",1
1-098,"[106.49986624717712, 37.600581219395806, 106.50261282920837, 37.6027572590699]",1
1-099,"[99.3228542804718, 36.40088812891802, 99.32560086250305, 36.40309877905016]",1
1-100,"[132.0821750164032, 45.43175325630897, 132.08492159843445, 45.43368066024717]",1
1-101,"[121.44383668899536, 44.25380638442866, 121.44658327102661, 44.255773606243345]",1
1-102,"[105.27990102767944, 37.07545826494925, 105.2826476097107, 37.07764957241788]",1
1-104,"[94.3998634815216, 42.48492363202371, 94.40261006355286, 42.4869490801087]",1
1-105,"[105.74332237243652, 36.4746949830453, 105.74606895446777, 36.476903531716125]",1
1-107,"[110.8733582496643, 41.16269549574796, 110.87610483169556, 41.16476320986726]",1
1-108,"[112.13953256607056, 39.02646863852817, 112.1422791481018, 39.02860230273387]",1
1-109,"[118.46000790596008, 45.050300907983186, 118.46275448799133, 45.05224129607368]",1
1-110,"[120.57718276977539, 33.28044039822968, 120.57992935180664, 33.28273649615474]",1
1-111,"[102.56574153900146, 27.969530626055757, 102.56848812103271, 27.971956372150256]",1
1-112,"[114.57550406455994, 42.02498097695027, 114.57825064659119, 42.027021250951165]",1
1-113,"[118.16071629524231, 42.827481265039765, 118.16346287727356, 42.8294955861752]",1
1-114,"[112.58777260780334, 41.18689820045144, 112.5905191898346, 41.18896515073788]",1
1-115,"[95.61681389808655, 40.71607829525748, 95.6195604801178, 40.718160038171455]",1
1-118,"[116.1591124534607, 41.61772027202524, 116.16185903549194, 41.619773564063394]",1
1-119,"[110.00617861747742, 41.90445699387048, 110.00892519950867, 41.906501131173655]",1
1-120,"[103.22680950164795, 24.12120875006385, 103.2295560836792, 24.12371548414397]",1
1-121,"[91.2228512763977, 44.09317952072566, 91.22559785842896, 44.09515210812862]",1
1-122,"[94.23621654510498, 39.22137394053389, 94.23896312713623, 39.22350170916774]",1
1-123,"[116.97522282600403, 43.55313587201145, 116.97796940803528, 43.55512638513917]",1
1-124,"[117.68890500068665, 42.51814535169019, 117.6916515827179, 42.52016972383178]",1
1-125,"[92.62474536895752, 44.29704702546712, 92.62749195098877, 44.29901280022622]",1
1-127,"[102.03659534454346, 39.03344448136671, 102.0393419265747, 39.03557793499]",1
1-128,"[121.28035068511963, 43.89818616657247, 121.28309726715088, 43.90016524670705]",1
1-129,"[117.13287234306335, 44.090243634045656, 117.1356189250946, 44.092216319374984]",1
1-130,"[92.62088298797607, 44.16790688549798, 92.62362957000732, 44.16987697862998]",1
1-131,"[111.0913896560669, 34.95765238092319, 111.09413623809814, 34.95990338204799]",1
1-132,"[114.18678760528564, 41.44320088494299, 114.1895341873169, 41.445259723758724]",1
1-133,"[129.99939680099487, 44.56424683757677, 130.00214338302612, 44.56620364564492]",1
1-134,"[117.74076819419861, 42.48999504067072, 117.74351477622986, 42.492020324553316]",1
1-136,"[108.12561750411987, 37.41160175219587, 108.12836408615112, 37.4137833075121]",1
1-137,"[113.8047981262207, 22.636728687586434, 113.80754470825195, 22.639263659659317]",0
1-138,"[124.78100895881653, 46.54974864115667, 124.78375554084778, 46.55163750001584]",1
1-140,"[103.78831386566162, 30.772528241084498, 103.79106044769287, 30.774888090006996]",0
1-141,"[103.97194862365723, 37.45057043504094, 103.97469520568848, 37.45275085493946]",1
1-142,"[121.73434138298035, 48.821261909945356, 121.7370879650116, 48.82307025494909]",1
1-143,"[101.95259928703308, 25.787130452513978, 101.95534586906433, 25.78960349452981]",1
1-144,"[111.3568103313446, 41.926108747494546, 111.35955691337585, 41.92815219143362]",1
1-146,"[96.38296008110046, 36.35986743934098, 96.38570666313171, 36.36207925584663]",1
1-147,"[119.84467148780823, 34.21124319655802, 119.84741806983948, 34.213514507606014]",1
1-148,"[115.51532864570618, 41.79756778280518, 115.51807522773743, 41.799615338791476]",1
1-149,"[116.07279896736145, 41.42297897381936, 116.0755455493927, 41.425038454117505]",0
1-150,"[112.29766488075256, 39.867398226585806, 112.30041146278381, 39.86950627835209]",1
1-151,"[92.84639239311218, 44.2433390431729, 92.84913897514343, 44.24530661511059]",1
1-152,"[114.29933309555054, 31.735978193645398, 114.30207967758179, 31.738314079967264]",1
1-153,"[96.92177295684814, 40.85746414231464, 96.9245195388794, 40.85954145776768]",1
1-156,"[122.95140981674194, 45.74649608289293, 122.9541563987732, 45.74841270903849]",1
1-157,"[116.08545899391174, 41.63679893166827, 116.088205575943, 41.63885161617035]",1
1-158,"[117.16839551925659, 41.79974330886844, 117.17114210128784, 41.801790795344964]",1
1-161,"[102.2468912601471, 39.00054280875106, 102.24963784217834, 39.00267725531241]",1
1-163,"[117.39468812942505, 43.40636476958229, 117.3974347114563, 43.408360124005405]",1
1-164,"[118.45905303955078, 45.05615976973898, 118.46179962158203, 45.05809995905012]",1
1-165,"[111.87111854553223, 43.596655564868406, 111.87386512756348, 43.59864463997205]",1
1-166,"[117.62065887451172, 39.500116750595254, 117.62340545654297, 39.502236044939856]",1
1-167,"[96.20359539985657, 40.72357551749824, 96.20634198188782, 40.725657025956664]",1
1-169,"[116.06619000434875, 41.885625495256875, 116.06893658638, 41.88767023537247]",1
1-171,"[124.48285460472107, 43.029192295136035, 124.48560118675232, 43.03120003059245]",1
1-173,"[117.3185670375824, 41.88745458227552, 117.32131361961365, 41.88949926385015]",1
1-174,"[112.71880388259888, 41.1188947164835, 112.72155046463013, 41.12096381200917]",1
1-175,"[92.95079469680786, 44.14748638176496, 92.95354127883911, 44.14945715683118]",1
1-176,"[99.5706582069397, 36.348142034184725, 99.57340478897095, 36.35035418387972]",1
1-178,"[121.88425540924072, 37.39676378645458, 121.88700199127197, 37.3989457738345]",1
1-179,"[117.28732466697693, 42.19994289037974, 117.29007124900818, 42.20197754005287]",1
1-180,"[115.85697770118713, 41.3197524773052, 115.85972428321838, 41.32181522817043]",1
1-181,"[115.77669382095337, 41.55729537265501, 115.77944040298462, 41.55935058734597]",1
1-182,"[119.32829260826111, 45.06079034700545, 119.33103919029236, 45.0627303791961]",1
1-183,"[105.07316708564758, 37.8407499319491, 105.07591366767883, 37.84291892779763]",1
1-184,"[130.0441038608551, 46.10172253547249, 130.04685044288635, 46.10362692808423]",1
1-185,"[106.55622482299805, 41.44349845552902, 106.5589714050293, 41.44555728490327]",1
1-186,"[109.0109395980835, 37.48522817633848, 109.01368618011475, 37.48740758557839]",1
1-187,"[112.55562901496887, 41.73792002890862, 112.55837559700012, 41.73996948953745]",1
1-188,"[107.59251236915588, 40.2615325954342, 107.59525895118713, 40.2636284863112]",1
1-189,"[114.23148393630981, 41.77070355000789, 114.23423051834106, 41.77275196408432]",1
1-190,"[119.05678868293762, 32.37128092948844, 119.05953526496887, 32.37360065301094]",1
1-191,"[95.25758028030396, 37.249887955318684, 95.2603268623352, 37.25207421164804]",1
1-192,"[117.72021174430847, 42.612469834199295, 117.72295832633972, 42.614491147769776]",1
1-194,"[114.32089805603027, 41.19988822221501, 114.32364463806152, 41.20195476238666]",1
1-195,"[109.22120332717896, 37.53406233053601, 109.2239499092102, 37.53624031436392]",1
1-196,"[111.86015367507935, 43.59755687267157, 111.8629002571106, 43.599545917981104]",1
1-197,"[107.28624701499939, 26.509981337599132, 107.28899359703064, 26.512439108409264]",1
1-198,"[112.27237701416016, 41.93214310411539, 112.2751235961914, 41.934186354761465]",1
1-199,"[120.59433817863464, 33.42446612024247, 120.5970847606659, 33.426758422287854]",1
1-200,"[122.15936422348022, 44.792099507327826, 122.16211080551147, 44.794048635492054]",1
1-201,"[107.06291556358337, 38.125425113299166, 107.06566214561462, 38.12758571066079]",1
1-203,"[122.15351700782776, 44.828512960367846, 122.15626358985901, 44.83046085833618]",1
1-204,"[106.60524487495422, 36.91866719062572, 106.60799145698547, 36.92086302112354]",1
1-205,"[96.81801438331604, 40.215087050366144, 96.82076096534729, 40.21718437947142]",1
1-206,"[117.67201781272888, 42.379533751145885, 117.67476439476013, 42.38156260795814]",1
1-207,"[114.49045658111572, 41.10854826044637, 114.49320316314697, 41.11061768210615]",1
1-209,"[114.26531195640564, 41.96926258661756, 114.26805853843689, 41.97130464775107]",1
1-210,"[108.83845210075378, 37.39367821149757, 108.84119868278503, 37.39586028870735]",1
1-212,"[92.86024332046509, 44.286126562914745, 92.86298990249634, 44.288092703234724]",1
1-213,"[99.33909773826599, 36.709714962392944, 99.34184432029724, 36.71191679507449]",1
1-215,"[114.34826731681824, 41.3918294181573, 114.35101389884949, 41.393889886084196]",1
1-217,"[114.10200834274292, 43.91207699161447, 114.10475492477417, 43.91405560998092]",1
1-218,"[114.9021863937378, 41.283329342094135, 114.90493297576904, 41.28539324537096]",1
1-220,"[119.89416360855103, 42.67064320207084, 119.89691019058228, 42.672662626576795]",1
1-221,"[132.92845487594604, 47.934243602236535, 132.9312014579773, 47.93608373289238]",1
1-222,"[106.04635834693909, 37.17152519763775, 106.04910492897034, 37.173713725707216]",1
1-223,"[96.69009447097778, 40.791613597530905, 96.69284105300903, 40.79369297665191]",1
1-225,"[92.93566703796387, 44.25367574627486, 92.93841361999512, 44.255642972459675]",1
1-226,"[116.38351678848267, 36.973286837888836, 116.38626337051392, 36.975481094611425]",1
1-227,"[117.68327236175537, 42.499796488838356, 117.68601894378662, 42.501821455324084]",1
1-228,"[122.27065443992615, 46.32111898653679, 122.2734010219574, 46.32301578682668]",1
1-229,"[118.44917178153992, 38.003044629598065, 118.45191836357117, 38.00520884397648]",1
1-230,"[123.42265248298645, 45.58140501341681, 123.4253990650177, 45.583327300036665]",1
1-231,"[122.21817970275879, 46.09916340431203, 122.22092628479004, 46.101067885319246]",1
1-232,"[122.6303493976593, 42.75572551967664, 122.63309597969055, 42.757742177555215]",1
1-233,"[114.01786208152771, 41.18526720143557, 114.02060866355896, 41.18733420320763]",1
1-234,"[100.11564016342163, 26.06444512199354, 100.11838674545288, 26.06691235176594]",1
1-235,"[122.80407071113586, 42.29188169704047, 122.80681729316711, 42.2939133836403]",1
1-236,"[122.30342030525208, 40.30558993982457, 122.30616688728333, 40.30768446515328]",1
1-237,"[96.02145195007324, 40.697705718835586, 96.02419853210449, 40.699788036151965]",1
1-238,"[118.01117777824402, 44.70913208599504, 118.01392436027527, 44.711084014198235]",1
1-240,"[123.96985530853271, 44.21209502402201, 123.97260189056396, 44.214063640652995]",1
1-241,"[112.95111536979675, 42.6590617977624, 112.953861951828, 42.66108159851747]",1
1-242,"[93.99518251419067, 42.22698407164734, 93.99792909622192, 42.22901785036033]",1
1-244,"[102.10649371147156, 39.02789386668276, 102.10924029350281, 39.03002748786713]",1
1-245,"[115.00596642494202, 42.56151265692189, 115.00871300697327, 42.56353562351357]",1
1-248,"[114.37926292419434, 27.847263161275105, 114.38200950622559, 27.84969165080138]",0
1-249,"[102.49107956886292, 38.881069745763575, 102.49382615089417, 38.88320779197664]",1
1-250,"[102.1819818019867, 27.63881825612486, 102.18472838401794, 27.641251397224718]",1
1-251,"[120.99087595939636, 43.81821812135038, 120.99362254142761, 43.8201998575732]",1
1-252,"[96.60784721374512, 40.980400244419364, 96.61059379577637, 40.982473699878895]",1
1-253,"[90.61102867126465, 45.022810060022486, 90.6137752532959, 45.02475138055099]",1
1-254,"[86.94791436195374, 47.5805931572884, 86.95066094398499, 47.58244583820924]",1
