id,bbox,result
2-026,"[97.14191794395447, 40.22548293960714, 97.14466452598572, 40.22757994691399]",1
2-027,"[118.7069320678711, 35.03094517862404, 118.70967864990234, 35.03319416478618]",1
2-028,"[123.6476469039917, 45.62269716070242, 123.65039348602295, 45.62461803303399]",1
2-029,"[123.89374494552612, 44.21723943423335, 123.89649152755737, 44.21920787889308]",1
2-030,"[111.12678408622742, 26.08199409116697, 111.12953066825867, 26.084460951184326]",1
2-031,"[97.38333821296692, 37.06813918144785, 97.38608479499817, 37.070330700419056]",1
2-032,"[121.5821099281311, 44.21358687235149, 121.58485651016235, 44.21555543911348]",1
2-033,"[93.98875594139099, 42.36330053666422, 93.99150252342224, 42.3653299179133]",1
2-034,"[121.18369460105896, 28.048822344963032, 121.18644118309021, 28.051246306008245]",1
2-035,"[128.98571491241455, 46.95035745224653, 128.9884614944458, 46.95223232355455]",0
2-036,"[123.56167674064636, 45.27650965272522, 123.56442332267761, 45.27844235129921]",1
2-037,"[117.69223093986511, 42.5311760994787, 117.69497752189636, 42.53320004941093]",1
2-038,"[114.85195398330688, 23.954400905019813, 114.85470056533813, 23.956910896414318]",1
2-039,"[121.28011465072632, 45.40733126488182, 121.28286123275757, 45.409259502679156]",1
2-040,"[113.19845795631409, 40.13377376314122, 113.20120453834534, 40.13587360686702]",1
2-041,"[119.27780270576477, 45.07752853609787, 119.28054928779602, 45.079468000238]",1
2-042,"[117.0804512500763, 41.90575854198827, 117.08319783210754, 41.907802637619604]",1
2-043,"[121.54076099395752, 31.726214281231474, 121.54350757598877, 31.72855041372234]",1
2-044,"[114.5330822467804, 39.6912217637527, 114.53582882881165, 39.6933352191628]",1
2-045,"[106.59660816192627, 37.47686750900873, 106.59935474395752, 37.47904716212807]",1
2-046,"[123.36459875106812, 43.50562397503981, 123.36734533309937, 43.50761605679505]",1
2-047,"[114.09012079238892, 42.015830818068146, 114.09286737442017, 42.01787138568714]",1
2-048,"[101.4393961429596, 25.269128605565587, 101.44214272499084, 25.271612349115575]",1
2-049,"[117.04359769821167, 42.08224315255082, 117.04634428024292, 42.08428158789287]",1
2-050,"[110.05207657814026, 41.714386574672204, 110.05482316017151, 41.716436786148726]",1
2-051,"[120.99316120147705, 37.51987835678802, 120.9959077835083, 37.522056754792665]",1
2-052,"[116.08163952827454, 43.45730365371723, 116.08438611030579, 43.45929732938557]",1
2-053,"[117.29840755462646, 42.36990371261035, 117.30115413665771, 42.3719328805542]",1
2-054,"[106.54486298561096, 36.93742406457601, 106.54760956764221, 36.939619354850265]",1
2-055,"[109.97087001800537, 41.618313808472294, 109.97361660003662, 41.62036708161345]",1
2-056,"[109.76819157600403, 41.45180575371385, 109.77093815803528, 41.453864319486925]",1
2-057,"[110.61656355857849, 26.12345162868959, 110.61931014060974, 26.125917614281693]",1
2-058,"[114.47710990905762, 41.134475987880634, 114.47985649108887, 41.1365445921365]",1
2-059,"[117.80545234680176, 38.111168631992165, 117.80819892883301, 38.11332965121882]",1
2-060,"[104.81328248977661, 35.23718952860309, 104.81602907180786, 35.23943282496692]",1
2-061,"[111.42876863479614, 34.678746657413456, 111.43151521682739, 34.681005292498554]",1
2-062,"[104.45600152015686, 26.948995214955563, 104.45874810218811, 26.951443519911315]",1
2-063,"[106.05369687080383, 37.77718530844244, 106.05644345283508, 37.779356172269374]",1
2-064,"[110.077064037323, 41.656312826714604, 110.07981061935425, 41.65836488958565]",1
2-065,"[118.17925572395325, 24.905092467117704, 118.1820023059845, 24.907583609971798]",1
2-066,"[100.3874659538269, 25.664959935806674, 100.39021253585815, 25.667435520022018]",1
2-067,"[118.77125144004822, 34.985846981030264, 118.77399802207947, 34.98809720746599]",1
2-068,"[114.08106565475464, 41.18760872197207, 114.08381223678589, 41.189675649829]",1
2-069,"[96.18056058883667, 40.63652489505348, 96.18330717086792, 40.638609123590484]",1
2-070,"[107.02646970748901, 37.304696008598526, 107.02921628952026, 37.306880673609236]",1
2-071,"[111.56609773635864, 25.288851620966625, 111.56884431838989, 25.29133496076582]",1
2-072,"[120.15411257743835, 34.26078113706389, 120.1568591594696, 34.26305111208008]",1
2-073,"[130.85065484046936, 46.753564101961565, 130.8534014225006, 46.755445855949674]",1
2-074,"[119.62283134460449, 37.00719646317263, 119.62557792663574, 37.009389741841865]",1
2-075,"[105.72442889213562, 36.46843133472048, 105.72717547416687, 36.47064006187502]",1
2-076,"[117.92197823524475, 42.25455367226966, 117.924724817276, 42.25658656253647]",1
2-077,"[122.02597260475159, 37.10961320296649, 122.02871918678284, 37.1118035229731]",1
2-078,"[116.35332584381104, 41.83097635737587, 116.35607242584229, 41.83302284560649]",1
2-079,"[114.1240131855011, 41.28076549633572, 114.12675976753235, 41.282829480700045]",1
2-080,"[117.7026379108429, 42.583745882682535, 117.70538449287415, 42.58576812823801]",1
2-081,"[118.89999747276306, 37.517682875701745, 118.90274405479431, 37.519861337803235]",1
2-082,"[111.96588635444641, 31.36218481724662, 111.96863293647766, 31.364530079218625]",1
2-083,"[107.16111660003662, 38.14585539279438, 107.16386318206787, 38.14801538536826]",1
2-084,"[123.5582435131073, 45.27116419045358, 123.56099009513855, 45.273097071083946]",1
2-085,"[117.68754243850708, 42.36181809564885, 117.69028902053833, 42.363847524782166]",1
2-086,"[117.59773135185242, 31.40261406868113, 117.60047793388367, 31.40495832139584]",1
2-087,"[112.93834805488586, 41.39323794821728, 112.94109463691711, 41.39529837149842]",1
2-088,"[123.5623848438263, 45.268174136056594, 123.56513142585754, 45.2701071185152]",1
2-089,"[117.30095028877258, 42.23020948713075, 117.30369687080383, 42.2322431619272]",1
2-090,"[118.98186922073364, 37.94922308409608, 118.98461580276489, 37.95138888607245]",1
2-091,"[120.54763555526733, 33.374987798716404, 120.55038213729858, 33.377281406425475]",1
2-092,"[123.62585663795471, 45.61991327969814, 123.62860321998596, 45.62183424741117]",1
2-093,"[108.39869856834412, 41.93009180618324, 108.40144515037537, 41.932135122539215]",1
2-094,"[119.3598997592926, 45.447170644752724, 119.36264634132385, 45.449097522102655]",1
2-095,"[118.01450371742249, 24.290371340478803, 118.01725029945374, 24.29287474956447]",1
2-096,"[115.26931643486023, 29.982826913972918, 115.27206301689148, 29.985205906794583]",1
2-097,"[119.57854270935059, 36.96450917837072, 119.58128929138184, 36.96670368814163]",1
2-098,"[111.38810634613037, 35.17205433111216, 111.39085292816162, 35.17429942754721]",1
2-099,"[125.08373379707336, 45.99831064634995, 125.08648037910461, 46.000218607905474]",1
2-100,"[111.32715582847595, 34.64275017387599, 111.3299024105072, 34.64500979032944]",1
2-101,"[118.11593413352966, 38.1188838525717, 118.11868071556091, 38.12104464351305]",1
2-102,"[111.51147723197937, 25.073481394381048, 111.51422381401062, 25.075969127087074]",1
2-103,"[112.43921041488647, 41.34817401236274, 112.44195699691772, 41.35023586340439]",1
2-104,"[130.49416780471802, 46.1704472648997, 130.49691438674927, 46.17234928225656]",1
2-105,"[119.5034408569336, 45.22401475363104, 119.50618743896484, 45.22594923935337]",1
2-106,"[112.8004503250122, 39.736638544026405, 112.80319690704346, 39.738750608333014]",0
2-107,"[114.18150901794434, 41.13559918344163, 114.18425559997559, 41.13766775227777]",1
2-108,"[119.1365897655487, 43.74478563630821, 119.13933634757996, 43.74676980814501]",0
2-109,"[112.38428950309753, 26.15723880579389, 112.38703608512878, 26.159704077789648]",1
2-110,"[115.44947504997253, 43.68020217701933, 115.45222163200378, 43.68218848827151]",1
2-111,"[103.88860702514648, 25.1363880037735, 103.89135360717773, 25.1388744570045]",1
2-112,"[119.39456462860107, 45.04305418926203, 119.39731121063232, 45.04499482319099]",1
2-113,"[109.50996994972229, 41.718518965239426, 109.51271653175354, 41.72056904489481]",1
2-114,"[129.8400628566742, 45.274690138052726, 129.84280943870544, 45.27662289859785]",1
2-115,"[109.85878586769104, 41.67513965415556, 109.86153244972229, 41.67719111705707]",1
2-116,"[117.78074383735657, 31.455876413561178, 117.78349041938782, 31.45821933487752]",1
2-117,"[116.41494154930115, 22.99630355443641, 116.4176881313324, 22.998831842082097]",1
2-118,"[117.3266351222992, 42.32867998160287, 117.32938170433044, 42.3307104807735]",1
2-119,"[121.46987557411194, 41.654549282946675, 121.47262215614319, 41.65660140200664]",1
2-120,"[109.29147720336914, 23.102460686586376, 109.29422378540039, 23.10498698174153]",1
2-121,"[122.3378598690033, 37.22746662791486, 122.34060645103455, 37.229653534657395]",1
2-122,"[114.81349110603333, 41.98185691250655, 114.81623768806458, 41.98389856985377]",1
2-123,"[92.73868560791016, 44.154183669478535, 92.7414321899414, 44.156154220919205]",1
2-124,"[114.11119222640991, 41.08176115029266, 114.11393880844116, 41.08383141600443]",1
2-125,"[118.087717294693, 42.72162146379434, 118.09046387672424, 42.72363923117109]",1
2-126,"[110.3500485420227, 20.555582083520687, 110.35279512405396, 20.558153774566936]",1
2-127,"[116.68217539787292, 36.109822362097226, 116.68492197990417, 36.11204126379228]",1
2-128,"[124.47339177131653, 46.792854122155525, 124.47613835334778, 46.79473450377951]",1
2-129,"[119.59670662879944, 45.36941597739058, 119.59945321083069, 45.3713455090651]",1
2-130,"[114.52006816864014, 33.84871252894064, 114.52281475067139, 33.85099356565256]",1
2-131,"[108.60904812812805, 37.43828735129879, 108.6117947101593, 37.440468129194365]",1
2-132,"[115.90001106262207, 33.99263683359552, 115.90275764465332, 33.99491402013756]",1
2-133,"[119.57289934158325, 33.22180667271272, 119.5756459236145, 33.22410431180887]",1
2-134,"[111.41915559768677, 25.0889025790267, 111.42190217971802, 25.09138999835436]",1
2-135,"[119.37567114830017, 45.26019988758726, 119.37841773033142, 45.262133141588414]",1
2-136,"[111.98915719985962, 39.21024366229373, 111.99190378189087, 39.212371768264106]",1
2-137,"[112.96337842941284, 34.237084616634085, 112.96612501144409, 34.23935523095412]",1
2-138,"[115.34111380577087, 40.82164455430951, 115.34386038780212, 40.823722992641]",1
2-139,"[114.14973020553589, 41.50471265551691, 114.15247678756714, 41.50676954147125]",1
2-140,"[116.67881727218628, 36.0590478710173, 116.68156385421753, 36.06126820628311]",1
2-141,"[123.42677235603333, 47.33280236135839, 123.42951893806458, 47.33466379379857]",1
2-142,"[102.02658534049988, 26.527463008990157, 102.02933192253113, 26.529920405621755]",1
2-143,"[110.87433457374573, 34.618782093146265, 110.87708115577698, 34.621042362544394]",1
2-144,"[115.3433883190155, 41.52094902766365, 115.34613490104675, 41.523005397753884]",1
2-145,"[120.89115142822266, 37.252005892098, 120.8938980102539, 37.254192086971486]",1
2-146,"[111.50785088539124, 38.11506010879591, 111.51059746742249, 38.11722101288274]",1
2-147,"[115.62099695205688, 44.34592612990544, 115.62374353408813, 44.34789026756875]",1
2-148,"[113.90992999076843, 41.84735442334412, 113.91267657279968, 41.84940038786895]",1
2-149,"[123.49113464355469, 47.32550869509225, 123.49388122558594, 47.327370384604784]",1
2-150,"[119.49833393096924, 25.41697781119156, 119.50108051300049, 25.419458520950776]",1
2-151,"[117.67669558525085, 31.402348505110997, 117.6794421672821, 31.40469276445892]",1
2-152,"[96.86760306358337, 40.624571890656895, 96.87034964561462, 40.62665649231497]",1
2-153,"[120.56781649589539, 33.35025599972042, 120.57056307792664, 33.352550259425996]",1
2-154,"[111.25830888748169, 24.79370849915155, 111.26105546951294, 24.796201885889634]",1
2-155,"[104.90635514259338, 35.210098580806175, 104.90910172462463, 35.21234262620559]",1
2-156,"[117.55352854728699, 42.6021253668952, 117.55627512931824, 42.60414701616357]",1
2-157,"[118.45079183578491, 45.08448302806183, 118.45353841781616, 45.08642225613595]",1
2-158,"[120.76064586639404, 31.497985139361354, 120.7633924484253, 31.500327006653162]",1
2-159,"[116.05751037597656, 29.492906729087014, 116.06025695800781, 29.495297371611958]",1
2-160,"[113.03183913230896, 25.540060101167605, 113.03458571434021, 25.54253827274057]",1
2-161,"[120.58677434921265, 33.269012825223164, 120.5895209312439, 33.2713092237075]",1
2-162,"[126.87277793884277, 47.31605379041713, 126.87552452087402, 47.31791581313207]",1
2-163,"[119.60239291191101, 34.342417336272305, 119.60513949394226, 34.344685105869125]",1
2-164,"[121.10704779624939, 42.084154187602664, 121.10979437828064, 42.08619256154725]",1
2-165,"[112.28130340576172, 39.6266146063394, 112.28404998779297, 39.6287300383607]",1
2-166,"[104.84318375587463, 35.16973024020268, 104.84593033790588, 35.17197540081253]",0
2-167,"[114.98337149620056, 35.92791118850705, 114.98611807823181, 35.930135218226056]",1
2-168,"[117.48265385627747, 38.6075816827461, 117.48540043830872, 38.609727933969836]",0
2-169,"[116.97231531143188, 43.460870417693386, 116.97506189346313, 43.462863975755496]",1
2-170,"[116.96901082992554, 34.03778666879493, 116.97175741195679, 34.040062644555945]",1
2-171,"[119.35490012168884, 45.07157336375531, 119.35764670372009, 45.07351303001743]",1
2-172,"[119.62484836578369, 32.89720941013389, 119.62759494781494, 32.89951553760374]",1
2-173,"[121.7431390285492, 32.00403646150485, 121.74588561058044, 32.00636556303783]",1
2-174,"[117.29056477546692, 42.352550064656526, 117.29331135749817, 42.35457979312508]",1
2-175,"[112.20551490783691, 21.761074095092408, 112.20826148986816, 21.763624927292252]",1
2-176,"[94.7505247592926, 41.99672920646178, 94.75327134132385, 41.99877038686182]",1
2-177,"[107.23523139953613, 38.08845718167367, 107.23797798156738, 38.09061887268089]",1
2-178,"[116.06159806251526, 43.45323043229962, 116.06434464454651, 43.45522424226406]",1
2-179,"[106.01293802261353, 37.76901855833794, 106.01568460464478, 37.77118966196815]",1
2-180,"[118.94519805908203, 35.92315016460658, 118.94794464111328, 35.92537432823666]",1
2-181,"[110.57437777519226, 25.547223425901443, 110.57712435722351, 25.54970144940104]",1
2-182,"[121.4457356929779, 40.93747480310933, 121.44848227500916, 40.93954960744335]",1
2-183,"[115.84107756614685, 37.48275923750265, 115.8438241481781, 37.48493871876596]",1
2-184,"[116.09072685241699, 43.44849487017943, 116.09347343444824, 43.450488836265]",1
2-185,"[119.96147632598877, 34.42237228052099, 119.96422290802002, 34.42463788565546]",1
2-186,"[115.42686939239502, 42.03162756628354, 115.42961597442627, 42.03366762697039]",1
2-187,"[110.88971972465515, 41.17640096157007, 110.8924663066864, 41.17846824319271]",1
2-188,"[111.04538440704346, 36.90875943484499, 111.0481309890747, 36.91095555060471]",1
2-189,"[114.52479958534241, 41.108305745825966, 114.52754616737366, 41.110375175129334]",1
2-190,"[116.09816193580627, 29.53213974548444, 116.10090851783752, 29.53452946152294]",1
2-191,"[112.37911820411682, 39.776228978434276, 112.38186478614807, 39.77833982901416]",1
2-192,"[114.26464676856995, 31.751570943764232, 114.2673933506012, 31.753906436819044]",1
2-193,"[116.12917900085449, 41.64140134415323, 116.13192558288574, 41.64345388206318]",1
2-194,"[110.55372476577759, 25.535142327795175, 110.55647134780884, 25.5376206010012]",1
2-195,"[120.91722249984741, 32.640142807835616, 120.91996908187866, 32.64245560521548]",1
2-196,"[112.90866136550903, 39.806714587312555, 112.91140794754028, 39.808824502606164]",1
2-197,"[112.17946529388428, 43.26572976178174, 112.18221187591553, 43.26772974281627]",1
2-198,"[128.9899742603302, 46.946761323879095, 128.99272084236145, 46.94863632115728]",0
2-199,"[102.35430836677551, 25.25674793836696, 102.35705494880676, 25.259231935211815]",1
2-200,"[112.74488568305969, 41.10226684294905, 112.74763226509094, 41.1043364625746]",1
