id,bbox,result
1-028,"[96.89566969871521, 40.31275687454945, 96.89841628074646, 40.31485117762336]",1
1-029,"[120.61461567878723, 27.647362524696216, 120.61736226081848, 27.649795475758104]",1
1-030,"[97.42712259292603, 37.11168374148526, 97.42986917495728, 37.11387400160498]",1
1-031,"[123.43499064445496, 45.90328410282165, 123.4377372264862, 45.905195338447264]",1
1-032,"[121.9433605670929, 30.160119012500402, 121.94610714912415, 30.1624937466275]",1
1-033,"[92.96567559242249, 44.14917232231536, 92.96842217445374, 44.15114304108978]",1
1-034,"[124.72062706947327, 46.20286914614767, 124.72337365150452, 46.20477004199363]",1
1-035,"[103.54288101196289, 25.399456345572126, 103.54562759399414, 25.4019374157261]",1
1-036,"[101.46902918815613, 25.612090085797156, 101.47177577018738, 25.614566766672375]",1
1-037,"[113.4578812122345, 37.51548733001919, 113.46062779426575, 37.517665856216205]",1
1-038,"[90.50557494163513, 45.143743648987886, 90.50832152366638, 45.14568086433762]",1
1-039,"[88.25787305831909, 43.464569350207285, 88.26061964035034, 43.46656278629706]",1
1-040,"[95.26527285575867, 37.28238489808148, 95.26801943778992, 37.284570211123096]",1
1-041,"[106.48881554603577, 37.65087735735964, 106.49156212806702, 37.65305192507644]",1
1-042,"[111.48307800292969, 35.55723666088857, 111.48582458496094, 35.559471070380596]",1
1-043,"[121.41221880912781, 44.21211809412922, 121.41496539115906, 44.21408670998903]",1
1-044,"[88.55613470077515, 43.02307457126796, 88.5588812828064, 43.025082506828724]",1
1-045,"[107.8292977809906, 41.904776394638276, 107.83204436302185, 41.90682052171524]",1
1-046,"[112.93977499008179, 41.15247712257658, 112.94252157211304, 41.15454515907509]",1
1-047,"[112.44061589241028, 41.432945929707536, 112.44336247444153, 41.43500509386451]",1
1-048,"[102.21050977706909, 39.087710841045194, 102.21325635910034, 39.08984265542964]",1
1-049,"[121.3780689239502, 42.34749924488353, 121.38081550598145, 42.34952913645913]",1
1-050,"[87.90435791015625, 43.47124243067329, 87.9071044921875, 43.47323564669714]",1
1-051,"[101.91339612007141, 25.390180955751227, 101.91614270210266, 25.392662216594513]",1
1-052,"[108.17257761955261, 37.44737634583775, 108.17532420158386, 37.44955685883936]",1
1-053,"[96.63901448249817, 40.77595118148982, 96.64176106452942, 40.778031051045765]",1
1-054,"[105.60424447059631, 38.119500022130595, 105.60699105262756, 38.121660794838455]",1
1-055,"[122.07017540931702, 44.83129782552409, 122.07292199134827, 44.83324562937585]",1
1-056,"[96.84717535972595, 40.05325822062641, 96.8499219417572, 40.05536055013539]",1
1-057,"[119.78070616722107, 32.68397639940879, 119.78345274925232, 32.686288062760724]",1
1-058,"[116.17046356201172, 29.557294275417433, 116.17321014404297, 29.559683396842992]",1
1-059,"[86.73424959182739, 47.84325529615977, 86.73699617385864, 47.84509866250451]",1
1-060,"[114.54719066619873, 25.37240355672805, 114.54993724822998, 25.37488518286857]",1
1-061,"[106.48419141769409, 37.756075422819166, 106.48693799972534, 37.75824690641305]",1
1-062,"[119.59098815917969, 25.69996146686086, 119.59373474121094, 25.702436323892606]",1
1-063,"[103.6004090309143, 37.13047000731965, 103.60315561294556, 37.13265972394714]",1
1-064,"[109.33460712432861, 30.746418551272335, 109.33735370635986, 30.748779040330398]",1
1-065,"[116.48329496383667, 41.952899803984806, 116.48604154586792, 41.95494238957761]",1
1-066,"[113.4679663181305, 36.126991213030784, 113.47071290016174, 36.129209629584956]",1
1-067,"[113.38531136512756, 32.9723438247195, 113.38805794715881, 32.974647993961725]",1
1-068,"[118.16151022911072, 37.81773431363812, 118.16425681114197, 37.81990398615679]",0
1-069,"[100.88398575782776, 25.622547908531008, 100.88673233985901, 25.62502437265072]",1
1-070,"[96.74899578094482, 40.74142884124641, 96.75174236297607, 40.74350979124649]",1
1-071,"[119.0172529220581, 36.158658365244854, 119.01999950408936, 36.16087588645659]",1
1-072,"[123.57269525527954, 43.87484197422265, 123.57544183731079, 43.876821830118516]",1
1-073,"[120.20172715187073, 37.32839111328757, 120.20447373390198, 37.33057508970625]",1
1-074,"[122.69447565078735, 44.996095053152544, 122.6972222328186, 44.99803727937582]",1
1-075,"[106.55428290367126, 37.70410197855964, 106.55702948570251, 37.70627498678993]",1
1-076,"[115.9924829006195, 43.41559273278732, 115.99522948265076, 43.417587783208276]",1
1-077,"[117.38346576690674, 42.3287989579714, 117.38621234893799, 42.330829453301476]",1
1-078,"[122.33113288879395, 43.330562836413485, 122.3338794708252, 43.332560686064355]",1
1-079,"[110.58213472366333, 25.521898187421396, 110.58488130569458, 25.524376734246385]",1
1-080,"[111.95498585700989, 41.796152051546066, 111.95773243904114, 41.79819965276452]",1
1-081,"[112.22755193710327, 39.82140847256277, 112.23029851913452, 39.82351793684053]",1
1-082,"[109.95872497558594, 41.580878243296496, 109.96147155761719, 41.5829327078787]",1
1-083,"[113.91203284263611, 22.30971368775518, 113.91477942466736, 22.31225465229434]",0
1-084,"[95.80236911773682, 40.58316767698296, 95.80511569976807, 40.58525357039999]",1
1-085,"[126.87277793884277, 47.31605379041713, 126.87552452087402, 47.31791581313207]",1
1-086,"[114.21853423118591, 41.25303244065318, 114.22128081321716, 41.25509730187493]",1
1-087,"[112.25833296775818, 39.62912667466429, 112.26107954978943, 39.63124202988084]",1
1-088,"[111.44141793251038, 41.653058249182145, 111.44416451454163, 41.65511041574695]",1
1-089,"[119.95868682861328, 45.17294623722106, 119.96143341064453, 45.17488245997341]",1
1-090,"[105.0592303276062, 37.31381827091951, 105.06197690963745, 37.31600267087677]",1
1-091,"[114.87510681152344, 41.265589982405714, 114.87785339355469, 41.2676544466459]",1
1-092,"[113.69112610816956, 32.10880558934364, 113.6938726902008, 32.11113202521427]",1
1-093,"[106.52311563491821, 41.65724267580417, 106.52586221694946, 41.659294709048176]",1
1-094,"[99.27048683166504, 36.700975816853834, 99.27323341369629, 36.70317789993122]",1
1-095,"[112.53867745399475, 41.16502166954484, 112.541424036026, 41.167089310266554]",1
1-096,"[115.32886147499084, 40.84370028206935, 115.3316080570221, 40.84577802909027]",1
1-097,"[105.88742136955261, 37.30429491086059, 105.89016795158386, 37.3064795875242]",1
1-098,"[106.49986624717712, 37.600581219395806, 106.50261282920837, 37.6027572590699]",1
1-099,"[99.3228542804718, 36.40088812891802, 99.32560086250305, 36.40309877905016]",1
1-100,"[132.0821750164032, 45.43175325630897, 132.08492159843445, 45.43368066024717]",1
1-101,"[121.44383668899536, 44.25380638442866, 121.44658327102661, 44.255773606243345]",1
1-102,"[105.27990102767944, 37.07545826494925, 105.2826476097107, 37.07764957241788]",1
1-103,"[110.65456509590149, 25.523331103547616, 110.65731167793274, 25.52580962077549]",1
1-104,"[94.3998634815216, 42.48492363202371, 94.40261006355286, 42.4869490801087]",1
1-105,"[105.74332237243652, 36.4746949830453, 105.74606895446777, 36.476903531716125]",1
1-106,"[115.65652012825012, 27.898610329508912, 115.65926671028137, 27.90103766825596]",1
1-107,"[110.8733582496643, 41.16269549574796, 110.87610483169556, 41.16476320986726]",1
1-108,"[112.13953256607056, 39.02646863852817, 112.1422791481018, 39.02860230273387]",1
1-109,"[118.46000790596008, 45.050300907983186, 118.46275448799133, 45.05224129607368]",1
1-110,"[120.57718276977539, 33.28044039822968, 120.57992935180664, 33.28273649615474]",1
1-111,"[102.56574153900146, 27.969530626055757, 102.56848812103271, 27.971956372150256]",1
1-112,"[114.57550406455994, 42.02498097695027, 114.57825064659119, 42.027021250951165]",1
1-113,"[118.16071629524231, 42.827481265039765, 118.16346287727356, 42.8294955861752]",1
1-114,"[112.58777260780334, 41.18689820045144, 112.5905191898346, 41.18896515073788]",1
1-115,"[95.61681389808655, 40.71607829525748, 95.6195604801178, 40.718160038171455]",1
1-116,"[115.01062273979187, 36.016927700610125, 115.01336932182312, 36.01914922377688]",1
1-117,"[110.23175239562988, 20.722119922779473, 110.23449897766113, 20.72468879975625]",1
1-118,"[116.1591124534607, 41.61772027202524, 116.16185903549194, 41.619773564063394]",1
1-119,"[110.00617861747742, 41.90445699387048, 110.00892519950867, 41.906501131173655]",1
1-120,"[103.22680950164795, 24.12120875006385, 103.2295560836792, 24.12371548414397]",1
1-121,"[91.2228512763977, 44.09317952072566, 91.22559785842896, 44.09515210812862]",1
1-122,"[94.23621654510498, 39.22137394053389, 94.23896312713623, 39.22350170916774]",1
1-123,"[116.97522282600403, 43.55313587201145, 116.97796940803528, 43.55512638513917]",1
1-124,"[117.68890500068665, 42.51814535169019, 117.6916515827179, 42.52016972383178]",1
1-125,"[92.62474536895752, 44.29704702546712, 92.62749195098877, 44.29901280022622]",1
1-126,"[110.13876557350159, 20.486924050496015, 110.14151215553284, 20.48949689536632]",1
1-127,"[102.03659534454346, 39.03344448136671, 102.0393419265747, 39.03557793499]",1
1-128,"[121.28035068511963, 43.89818616657247, 121.28309726715088, 43.90016524670705]",1
1-129,"[117.13287234306335, 44.090243634045656, 117.1356189250946, 44.092216319374984]",1
1-130,"[92.62088298797607, 44.16790688549798, 92.62362957000732, 44.16987697862998]",1
1-131,"[111.0913896560669, 34.95765238092319, 111.09413623809814, 34.95990338204799]",1
1-132,"[114.18678760528564, 41.44320088494299, 114.1895341873169, 41.445259723758724]",1
1-133,"[129.99939680099487, 44.56424683757677, 130.00214338302612, 44.56620364564492]",1
1-134,"[117.74076819419861, 42.48999504067072, 117.74351477622986, 42.492020324553316]",1
1-135,"[107.81477093696594, 29.591464533286096, 107.81751751899719, 29.59385284624369]",1
1-136,"[108.12561750411987, 37.41160175219587, 108.12836408615112, 37.4137833075121]",1
1-137,"[113.8047981262207, 22.636728687586434, 113.80754470825195, 22.639263659659317]",0
1-138,"[124.78100895881653, 46.54974864115667, 124.78375554084778, 46.55163750001584]",1
1-139,"[110.13580441474915, 42.252488951019345, 110.1385509967804, 42.25452190783928]",1
1-140,"[103.78831386566162, 30.772528241084498, 103.79106044769287, 30.774888090006996]",0
1-141,"[103.97194862365723, 37.45057043504094, 103.97469520568848, 37.45275085493946]",1
1-142,"[121.73434138298035, 48.821261909945356, 121.7370879650116, 48.82307025494909]",1
1-143,"[101.95259928703308, 25.787130452513978, 101.95534586906433, 25.78960349452981]",1
1-144,"[111.3568103313446, 41.926108747494546, 111.35955691337585, 41.92815219143362]",1
1-145,"[98.8030743598938, 37.362354996864084, 98.80582094192505, 37.36453798562334]",1
1-146,"[96.38296008110046, 36.35986743934098, 96.38570666313171, 36.36207925584663]",1
1-147,"[119.84467148780823, 34.21124319655802, 119.84741806983948, 34.213514507606014]",1
1-148,"[115.51532864570618, 41.79756778280518, 115.51807522773743, 41.799615338791476]",1
1-149,"[116.07279896736145, 41.42297897381936, 116.0755455493927, 41.425038454117505]",0
1-150,"[112.29766488075256, 39.867398226585806, 112.30041146278381, 39.86950627835209]",1
1-151,"[92.84639239311218, 44.2433390431729, 92.84913897514343, 44.24530661511059]",1
1-152,"[114.29933309555054, 31.735978193645398, 114.30207967758179, 31.738314079967264]",1
1-153,"[96.92177295684814, 40.85746414231464, 96.9245195388794, 40.85954145776768]",1
1-154,"[110.09323239326477, 26.088662202463144, 110.09597897529602, 26.091128921923374]",1
1-155,"[96.85497522354126, 40.63379738832917, 96.85772180557251, 40.63588170201512]",1
1-156,"[122.95140981674194, 45.74649608289293, 122.9541563987732, 45.74841270903849]",1
1-157,"[116.08545899391174, 41.63679893166827, 116.088205575943, 41.63885161617035]",1
1-158,"[117.16839551925659, 41.79974330886844, 117.17114210128784, 41.801790795344964]",1
1-159,"[97.03297734260559, 40.2014692178415, 97.03572392463684, 40.203566968374055]",1
1-160,"[116.01194500923157, 24.714907273759774, 116.01469159126282, 24.717402242295925]",1
1-161,"[102.2468912601471, 39.00054280875106, 102.24963784217834, 39.00267725531241]",1
1-162,"[114.12605166435242, 31.661554893514293, 114.12879824638367, 31.66389265449334]",1
1-163,"[117.39468812942505, 43.40636476958229, 117.3974347114563, 43.408360124005405]",1
1-164,"[118.45905303955078, 45.05615976973898, 118.46179962158203, 45.05809995905012]",1
1-165,"[111.87111854553223, 43.596655564868406, 111.87386512756348, 43.59864463997205]",1
1-166,"[117.62065887451172, 39.500116750595254, 117.62340545654297, 39.502236044939856]",1
1-167,"[96.20359539985657, 40.72357551749824, 96.20634198188782, 40.725657025956664]",1
1-168,"[92.51148104667664, 44.301876877678815, 92.51422762870789, 44.30384249073654]",1
1-169,"[116.06619000434875, 41.885625495256875, 116.06893658638, 41.88767023537247]",1
1-170,"[91.3082206249237, 44.63287919195742, 91.31096720695496, 44.63483368998418]",1
1-171,"[124.48285460472107, 43.029192295136035, 124.48560118675232, 43.03120003059245]",1
1-172,"[114.35101389884949, 41.9831090304398, 114.35376048088074, 41.9851506476375]",1
1-173,"[117.3185670375824, 41.88745458227552, 117.32131361961365, 41.88949926385015]",1
1-174,"[112.71880388259888, 41.1188947164835, 112.72155046463013, 41.12096381200917]",1
1-175,"[92.95079469680786, 44.14748638176496, 92.95354127883911, 44.14945715683118]",1
1-176,"[99.5706582069397, 36.348142034184725, 99.57340478897095, 36.35035418387972]",1
1-177,"[102.25837111473083, 38.67005657445172, 102.26111769676208, 38.672200955646964]",1
1-178,"[121.88425540924072, 37.39676378645458, 121.88700199127197, 37.3989457738345]",1
1-179,"[117.28732466697693, 42.19994289037974, 117.29007124900818, 42.20197754005287]",1
1-180,"[115.85697770118713, 41.3197524773052, 115.85972428321838, 41.32181522817043]",1
1-181,"[115.77669382095337, 41.55729537265501, 115.77944040298462, 41.55935058734597]",1
1-182,"[119.32829260826111, 45.06079034700545, 119.33103919029236, 45.0627303791961]",1
1-183,"[105.07316708564758, 37.8407499319491, 105.07591366767883, 37.84291892779763]",1
1-184,"[130.0441038608551, 46.10172253547249, 130.04685044288635, 46.10362692808423]",1
1-185,"[106.55622482299805, 41.44349845552902, 106.5589714050293, 41.44555728490327]",1
1-186,"[109.0109395980835, 37.48522817633848, 109.01368618011475, 37.48740758557839]",1
1-187,"[112.55562901496887, 41.73792002890862, 112.55837559700012, 41.73996948953745]",1
1-188,"[107.59251236915588, 40.2615325954342, 107.59525895118713, 40.2636284863112]",1
1-189,"[114.23148393630981, 41.77070355000789, 114.23423051834106, 41.77275196408432]",1
1-190,"[119.05678868293762, 32.37128092948844, 119.05953526496887, 32.37360065301094]",1
1-191,"[95.25758028030396, 37.249887955318684, 95.2603268623352, 37.25207421164804]",1
1-192,"[117.72021174430847, 42.612469834199295, 117.72295832633972, 42.614491147769776]",1
1-193,"[108.64305853843689, 19.21496626570958, 108.64580512046814, 19.217559816389688]",1
1-194,"[114.32089805603027, 41.19988822221501, 114.32364463806152, 41.20195476238666]",1
1-195,"[109.22120332717896, 37.53406233053601, 109.2239499092102, 37.53624031436392]",1
1-196,"[111.86015367507935, 43.59755687267157, 111.8629002571106, 43.599545917981104]",1
1-197,"[107.28624701499939, 26.509981337599132, 107.28899359703064, 26.512439108409264]",1
1-198,"[112.27237701416016, 41.93214310411539, 112.2751235961914, 41.934186354761465]",1
1-199,"[120.59433817863464, 33.42446612024247, 120.5970847606659, 33.426758422287854]",1
1-200,"[122.15936422348022, 44.792099507327826, 122.16211080551147, 44.794048635492054]",1
1-201,"[107.06291556358337, 38.125425113299166, 107.06566214561462, 38.12758571066079]",1
1-202,"[110.9803569316864, 34.88824551383752, 110.98310351371765, 34.89049841969764]",1
1-203,"[122.15351700782776, 44.828512960367846, 122.15626358985901, 44.83046085833618]",1
1-204,"[106.60524487495422, 36.91866719062572, 106.60799145698547, 36.92086302112354]",1
1-205,"[96.81801438331604, 40.215087050366144, 96.82076096534729, 40.21718437947142]",1
1-206,"[117.67201781272888, 42.379533751145885, 117.67476439476013, 42.38156260795814]",1
1-207,"[114.49045658111572, 41.10854826044637, 114.49320316314697, 41.11061768210615]",1
1-208,"[111.16860508918762, 41.195932553187504, 111.17135167121887, 41.19799921825692]",1
1-209,"[114.26531195640564, 41.96926258661756, 114.26805853843689, 41.97130464775107]",1
1-210,"[108.83845210075378, 37.39367821149757, 108.84119868278503, 37.39586028870735]",1
1-211,"[123.84788990020752, 42.06002314628142, 123.85063648223877, 42.062062295338215]",1
1-212,"[92.86024332046509, 44.286126562914745, 92.86298990249634, 44.288092703234724]",1
1-213,"[99.33909773826599, 36.709714962392944, 99.34184432029724, 36.71191679507449]",1
1-214,"[123.4837532043457, 42.43439281307176, 123.48649978637695, 42.43641989637993]",1
1-215,"[114.34826731681824, 41.3918294181573, 114.35101389884949, 41.393889886084196]",1
1-216,"[111.10857725143433, 37.07205134085702, 111.11132383346558, 37.0742427467814]",1
1-217,"[114.10200834274292, 43.91207699161447, 114.10475492477417, 43.91405560998092]",1
1-218,"[114.9021863937378, 41.283329342094135, 114.90493297576904, 41.28539324537096]",1
1-219,"[114.68730926513672, 35.64673009091094, 114.69005584716797, 35.648962002919944]",1
1-220,"[119.89416360855103, 42.67064320207084, 119.89691019058228, 42.672662626576795]",1
1-221,"[132.92845487594604, 47.934243602236535, 132.9312014579773, 47.93608373289238]",1
1-222,"[106.04635834693909, 37.17152519763775, 106.04910492897034, 37.173713725707216]",1
1-223,"[96.69009447097778, 40.791613597530905, 96.69284105300903, 40.79369297665191]",1
1-224,"[119.5592200756073, 25.735088015690334, 119.56196665763855, 25.73756214201264]",1
1-225,"[92.93566703796387, 44.25367574627486, 92.93841361999512, 44.255642972459675]",1
1-226,"[116.38351678848267, 36.973286837888836, 116.38626337051392, 36.975481094611425]",1
1-227,"[117.68327236175537, 42.499796488838356, 117.68601894378662, 42.501821455324084]",1
1-228,"[122.27065443992615, 46.32111898653679, 122.2734010219574, 46.32301578682668]",1
1-229,"[118.44917178153992, 38.003044629598065, 118.45191836357117, 38.00520884397648]",1
1-230,"[123.42265248298645, 45.58140501341681, 123.4253990650177, 45.583327300036665]",1
1-231,"[122.21817970275879, 46.09916340431203, 122.22092628479004, 46.101067885319246]",1
1-232,"[122.6303493976593, 42.75572551967664, 122.63309597969055, 42.757742177555215]",1
1-233,"[114.01786208152771, 41.18526720143557, 114.02060866355896, 41.18733420320763]",1
1-234,"[100.11564016342163, 26.06444512199354, 100.11838674545288, 26.06691235176594]",1
1-235,"[122.80407071113586, 42.29188169704047, 122.80681729316711, 42.2939133836403]",1
1-236,"[122.30342030525208, 40.30558993982457, 122.30616688728333, 40.30768446515328]",1
1-237,"[96.02145195007324, 40.697705718835586, 96.02419853210449, 40.699788036151965]",1
1-238,"[118.01117777824402, 44.70913208599504, 118.01392436027527, 44.711084014198235]",1
1-239,"[94.87561225891113, 42.545998432501825, 94.87835884094238, 42.54802190204826]",1
1-240,"[123.96985530853271, 44.21209502402201, 123.97260189056396, 44.214063640652995]",1
1-241,"[112.95111536979675, 42.6590617977624, 112.953861951828, 42.66108159851747]",1
1-242,"[93.99518251419067, 42.22698407164734, 93.99792909622192, 42.22901785036033]",1
1-243,"[130.5849015712738, 46.045937821461486, 130.58764815330505, 46.047844140082674]",1
1-244,"[102.10649371147156, 39.02789386668276, 102.10924029350281, 39.03002748786713]",1
1-245,"[115.00596642494202, 42.56151265692189, 115.00871300697327, 42.56353562351357]",1
1-246,"[108.38794827461243, 29.97363566024786, 108.39069485664368, 29.976014873229932]",1
1-247,"[115.66090822219849, 31.392064206892336, 115.66365480422974, 31.394408723081526]",1
1-248,"[114.37926292419434, 27.847263161275105, 114.38200950622559, 27.84969165080138]",0
1-249,"[102.49107956886292, 38.881069745763575, 102.49382615089417, 38.88320779197664]",1
1-250,"[102.1819818019867, 27.63881825612486, 102.18472838401794, 27.641251397224718]",1
1-251,"[120.99087595939636, 43.81821812135038, 120.99362254142761, 43.8201998575732]",1
1-252,"[96.60784721374512, 40.980400244419364, 96.61059379577637, 40.982473699878895]",1
1-253,"[90.61102867126465, 45.022810060022486, 90.6137752532959, 45.02475138055099]",1
1-254,"[86.94791436195374, 47.5805931572884, 86.95066094398499, 47.58244583820924]",1
1-255,"[110.53509950637817, 26.331345352733848, 110.53784608840942, 26.3338069339569]",1
1-256,"[122.92155146598816, 45.833135106787466, 122.92429804801941, 45.835048755973204]",1
1-257,"[114.8618996143341, 26.424637238679306, 114.86464619636536, 26.427096832913005]",1
1-258,"[115.64583420753479, 44.29502743051906, 115.64858078956604, 44.29699327288918]",1
1-259,"[93.94888758659363, 42.49486826906004, 93.95163416862488, 42.49689339514199]",1
1-260,"[110.3550374507904, 41.32944522736534, 110.35778403282166, 41.33150767141588]",1
1-261,"[103.07455658912659, 23.698066904062685, 103.07730317115784, 23.700581859505686]",1
1-262,"[96.89264416694641, 40.64630229439628, 96.89539074897766, 40.648386217657716]",1
1-263,"[95.80681085586548, 40.63556417405335, 95.80955743789673, 40.63764843258325]",1
1-264,"[114.44808840751648, 41.469743636624244, 114.45083498954773, 41.471801633057794]",1
1-265,"[118.91491055488586, 39.84139634152145, 118.91765713691711, 39.84350519206647]",1
1-266,"[93.90540361404419, 37.673155165562825, 93.90815019607544, 37.67532908076595]",1
1-267,"[86.89084768295288, 47.601106493848874, 86.89359426498413, 47.60295844872082]",1
1-268,"[95.72960615158081, 40.65163407767831, 95.73235273361206, 40.65371783444219]",1
1-269,"[112.65264987945557, 39.503088711542986, 112.65539646148682, 39.50520791526397]",1
1-270,"[117.4318528175354, 34.46745158188229, 117.43459939956665, 34.46971596472866]",1
1-271,"[105.85456967353821, 38.109058199946695, 105.85731625556946, 38.111219281612]",1
1-272,"[117.4822461605072, 38.222984819669854, 117.48499274253845, 38.22514252654365]",1
1-273,"[110.88001012802124, 34.17379323284766, 110.88275671005249, 34.176065552789424]",1
1-274,"[106.47941708564758, 37.446899350146445, 106.48216366767883, 37.44907987705119]",1
1-275,"[101.60768866539001, 38.40685071716153, 101.61043524742126, 38.409002959479814]",1
1-276,"[110.16144633293152, 20.72821090008758, 110.16419291496277, 20.730779673730666]",1
1-277,"[106.40976548194885, 37.45063857412484, 106.4125120639801, 37.45281899203714]",1
1-278,"[115.30678153038025, 42.45572932765478, 115.3095281124115, 42.45775572068621]",1
1-279,"[129.7128403186798, 46.234462996907574, 129.71558690071106, 46.23636279929966]",1
1-280,"[112.11878299713135, 39.89213081657004, 112.1215295791626, 39.89423810814752]",1
1-281,"[91.15814566612244, 44.478526119395084, 91.16089224815369, 44.48048580872456]",1
1-282,"[103.72511029243469, 24.696788014153345, 103.72785687446594, 24.699283345735026]",0
1-283,"[103.30120325088501, 26.05492266982496, 103.30394983291626, 26.05739010013762]",1
1-284,"[84.28225994110107, 46.22323352488895, 84.28500652313232, 46.22513371599594]",1
1-285,"[111.0926342010498, 21.868548321571446, 111.09538078308105, 21.871097239165582]",1
1-286,"[104.3677031993866, 25.917802432944274, 104.37044978141785, 25.920272743412763]",1
1-287,"[91.67467474937439, 43.17165653634141, 91.67742133140564, 43.17365960547375]",1
1-288,"[108.38872075080872, 26.574585931869123, 108.39146733283997, 26.57704231874012]",1
1-289,"[96.94804787635803, 40.147052541801266, 96.95079445838928, 40.149151975168465]",1
1-290,"[117.36815571784973, 34.45269620835194, 117.37090229988098, 34.45496099143245]",1
1-291,"[96.37991309165955, 36.32612080600992, 96.3826596736908, 36.328333581210174]",1
1-292,"[118.20666790008545, 39.8846477617078, 118.2094144821167, 39.886755283328284]",0
1-293,"[105.78463912010193, 37.34853076970121, 105.78738570213318, 37.35071416055738]",1
1-294,"[118.07024002075195, 37.98829076355375, 118.0729866027832, 37.99045541332353]",1
1-295,"[96.82894706726074, 41.00513167028817, 96.83169364929199, 41.00720434806732]",1
1-296,"[107.19250917434692, 37.62721632482945, 107.19525575637817, 37.62939158521435]",1
1-297,"[115.22597193717957, 35.4094793431546, 115.22871851921082, 35.411717864160906]",1
1-298,"[120.62639594078064, 37.382707196857176, 120.62914252281189, 37.38488959341307]",1
1-299,"[96.86547875404358, 40.26022263066231, 96.86822533607483, 40.26231856212243]",1
1-300,"[103.80973935127258, 24.976021689524963, 103.81248593330383, 24.978511398568678]",1
1-301,"[96.771719455719, 40.10726586169661, 96.77446603775024, 40.10936652426777]",1
1-302,"[93.91223788261414, 42.163077367905764, 93.91498446464539, 42.16511320423779]",1
1-303,"[107.05904245376587, 37.32287970306863, 107.06178903579712, 37.32506383968509]",1
1-304,"[88.5793948173523, 43.061355213574366, 88.58214139938354, 43.063361896638945]",1
1-305,"[120.76871395111084, 42.1709579171612, 120.77146053314209, 42.17299349989818]",1
1-306,"[94.44592237472534, 41.94888625178438, 94.44866895675659, 41.95092896599396]",1
1-307,"[91.22524380683899, 43.23269713756248, 91.22799038887024, 43.234698203558125]",1
1-308,"[123.54116320610046, 44.5435816795077, 123.54390978813171, 44.54553918257804]",1
1-309,"[115.38046717643738, 41.50270391476442, 115.38321375846863, 41.504760864529246]",1
1-310,"[120.4487156867981, 28.8570121524228, 120.45146226882935, 28.859417654959643]",1
1-311,"[116.22265934944153, 43.570985937125, 116.22540593147278, 43.5729758605707]",1
1-312,"[122.80046582221985, 44.593003759999746, 122.8032124042511, 44.59495960050325]",1
1-313,"[102.52338409423828, 26.943342870305496, 102.52613067626953, 26.945791298049585]",1
1-314,"[113.65661144256592, 39.31920112817019, 113.65935802459717, 39.32132592840446]",1
1-315,"[110.68371534347534, 41.523326699677554, 110.68646192550659, 41.52538299421022]",1
1-316,"[119.88777995109558, 42.71013628036468, 119.89052653312683, 42.712154421224966]",1
1-317,"[87.784903049469, 43.53039581578316, 87.78764963150024, 43.53238707985532]",1
1-318,"[94.01327133178711, 37.636333298992625, 94.01601791381836, 37.63850829252536]",1
